Symbol	Name	Currency	Exchange	Instrument.Long.Name	Isin	Segment.code	Sector.code
PSRW	POWERSHARES GLBAL FUNDS IRELAND PLC	GBX	LSE	PS FTSE RAFI ALL-WORLD 3000 UCITS ETF	IE00B23LNQ02	ETFS	ETFL
PSGA	POWERSHARES GLBAL FUNDS IRELAND PLC	GBX	LSE	POWERSHS GLOBAL AGRICULTURE UCITS ETF	IE00B3BQ0418	ETFS	ETFL
PSWC	POWERSHARES GLBAL FUNDS IRELAND PLC	GBX	LSE	POWERSHARES DYNAMIC US MARKET UCITS ETF	IE00B23D9240	ETFS	ETFL
PSRF	POWERSHARES GLBAL FUNDS IRELAND PLC	GBX	LSE	POWERSHARES FTSE RAFI US 1000 UCITS ETF	IE00B23D8S39	ETFS	ETFL
PSBW	POWERSHARES GLBAL FUNDS IRELAND PLC	GBX	LSE	POWERSHS GLOBAL CLEAN ENERGY UCITS ETF	IE00B23D9133	ETFS	ETFL
PSRH	POWERSHARES GLBAL FUNDS IRELAND PLC	GBX	LSE	POWERSHS FTSE RAFI HK CHINA UCITS ETF	IE00B3BPCG45	ETFS	ETFL
PSRE	POWERSHARES GLBAL FUNDS IRELAND PLC	GBX	LSE	POWERSHARES FTSE RAFI EUROPE UCITS ETF	IE00B23D8X81	ETFS	ETFL
PSRU	POWERSHARES GLBAL FUNDS IRELAND PLC	GBX	LSE	POWERSHARES FTSE RAFI UK 100 UCITS ETF	IE00B23LNN70	ETFS	ETFL
XNIF	DB X-TRACKERS	GBX	LSE	DBX NIFTY 50 UCITS ETF	LU0292109690	ETFS	ETFL
IUSA	ISHARES PLC	GBX	LSE	ISHARES S&P 500 UCITS ETF (DIST)	IE0031442068	ETFS	ETFL
XS2D	DB X-TRACKERS	USD	LSE	DBX S&P 500 2X LEVERAGED ETF	LU0411078552	ETFS	ETFL
XCAD	DB X-TRACKERS	USD	LSE	DBX MSCI CANADA ETF	LU0476289540	ETFS	ETFL
XMXD	DB X-TRACKERS	USD	LSE	DBX MSCI EMERGING MKT EMEA ETF	LU0292109005	ETFS	ETFL
XWCD	DB X-TRACKERS	USD	LSE	DBX MSCI WORLD CONSUMER DISCR ETF	LU0540979720	ETFS	ETFL
XWSD	DB X-TRACKERS	USD	LSE	DB X-TRACKERS MSCI WCONSTAPTRN ETF	LU0540980066	ETFS	ETFL
XWED	DB X-TRACKERS	USD	LSE	DBX MSCI WORLD ENERGY ETF	LU0540980736	ETFS	ETFL
XWFD	DB X-TRACKERS	USD	LSE	DBX MSCI WORLD FINANCIALS ETF	LU0540980140	ETFS	ETFL
XWHD	DB X-TRACKERS	USD	LSE	DBX MSCI WORLD HEALTHCARE ETF	LU0540980223	ETFS	ETFL
XMWD	DB X-TRACKERS	USD	LSE	DBX MSCI WORLD ETF	LU0274208692	ETFS	ETFL
XWID	DB X-TRACKERS	USD	LSE	DBX MSCI WORLD INDUSTRIALS ETF	LU0540981387	ETFS	ETFL
XWND	DB X-TRACKERS	USD	LSE	DBX MSCI WORLD INFO TECHNOLOGY ETF	LU0540980496	ETFS	ETFL
XWMD	DB X-TRACKERS	USD	LSE	DBX MSCI WORLD MATERIALS ETF	LU0540980819	ETFS	ETFL
XWTD	DB X-TRACKERS	USD	LSE	DB X-TRACKERS MSCIWTELECSVCTRN ETF	LU0540980579	ETFS	ETFL
XWUT	DB X-TRACKERS	USD	LSE	DB X-TRACKERS MSCI W UTILTRN ETF	LU0540980652	ETFS	ETFL
XT2D	DB X-TRACKERS	USD	LSE	DBX S&P 500 2X INVERSE DAILY ETF	LU0411078636	ETFS	ETFL
IGIL	ISHARES III PLC	USD	LSE	ISHARES GLOBAL INF LNK GOV BND UCITS ETF	IE00B3B8PX14	ETFS	ETFL
ICOV	ISHARES III PLC	EUR	LSE	ISHARES EURO COVERED BOND UCITS ETF	IE00B3B8Q275	ETFS	ETFL
XAUS	DB X-TRACKERS	GBX	LSE	DB X-TRACKERS S&P/ASX 200 UCITS ETF (DR)	LU0328474803	ETFS	ETFL
IRSA	ISHARES III PLC	USD	LSE	ISHARES MSCI SOUTH AFRICA UCITS ETF	IE00B52XQP83	ETFS	ETFL
IHYG	ISHARES PLC	EUR	LSE	ISHARES EURO HIGH YLD CORP BND UCITS ETF	IE00B66F4759	ETFS	ETFL
ISAC	ISHARES V PLC	USD	LSE	ISHARES MSCI ACWI UCITS ETF	IE00B6R52259	ETFS	ETLL
AUCO	GO UCITS ETF SOLUTIONS PLC	USD	LSE	ETFS DAXGLOBAL GOLD MINING GO UCITS ETF	IE00B3CNHG25	ETFS	ETLL
AGRI	GO UCITS ETF SOLUTIONS PLC	USD	LSE	ETFS S-NETWORK GLOBAL AGRI BUSINESS	IE00B3CNHD93	ETFS	ETLL
DES2	GO UCITS ETF SOLUTIONS PLC	EUR	LSE	ETFS DAX DAILY 2X SHORT GO UCITS ETF	IE00B4QNHZ41	ETFS	ETLL
SUK2	GO UCITS ETF SOLUTIONS PLC	GBX	LSE	ETFS FTSE 100 SUPER SHORT STRATEGY	IE00B4QNK008	ETFS	ETLL
IBCI	ISHARES PLC	GBP	LSE	ISHARES EURO INF LINK GOV BND UCITS ETF	IE00B0M62X26	ETFS	ETLL
IPRP	ISHARES PLC	GBX	LSE	ISHARES EUROPEAN PROPERTY YLD UCITS ETF	IE00B0M63284	ETFS	ETLL
RQFI	DB X-TRACKERS	GBX	LSE	DBXT HARVEST CSI300 INDEX UCITS ETF (DR)	LU0875160326	ETFS	ETLL
XFVT	DB X-TRACKERS	GBX	LSE	DBX FTSE VIETNAM ETF	LU0322252924	ETFS	ETLL
XMID	DB X-TRACKERS	GBX	LSE	DBX MSCI INDONESIA ETF	LU0476289623	ETFS	ETLL
XMAF	DB X-TRACKERS	USD	LSE	DBX MSCI EFM AFRICA TOP 50 CAP'D ETF	LU0592217524	ETFS	ETLL
XPHG	DB X-TRACKERS	GBX	LSE	DBX MSCI PHILIPPINES ETF £	LU0592215403	ETFS	ETLL
XSFR	DB X-TRACKERS	GBX	LSE	DBX S&P SELECT FRONTIER ETF	LU0328476410	ETFS	ETLL
IWDA	ISHARES III PLC	USD	LSE	ISHARES CORE MSCI WORLD UCITS ETF	IE00B4L5Y983	ETFS	ETLL
IJPA	ISHARES III PLC	USD	LSE	ISHARES CORE JAPAN IMI UCITS ETF	IE00B4L5YX21	ETFS	ETLL
TNOA	MULTI UNITS FRANCE	USD	LSE	LYXOR ETF MSCI AC ASIA EX JAPAN INFOTECH	FR0010934562	ETFS	ETLL
STAA	MULTI UNITS FRANCE	USD	LSE	LYXOR ETF MSCI AC ASIA EX JAP CONS.STAP	FR0010934877	ETFS	ETLL
IWDP	ISHARES II PLC	GBX	LSE	ISHARES DM PROPERTY YLD UCITS ETF	IE00B1FZS350	ETFS	ETLL
RTWO	GO UCITS ETF SOLUTIONS PLC	USD	LSE	ETFS RUSSELL 2000 US SMALL CAP GO UCITS	IE00B3CNHJ55	ETFS	ETLL
IPRV	ISHARES II PLC	GBX	LSE	ISHARES LISTED PRIVATE EQUITY UCITS ETF	IE00B1TXHL60	ETFS	ETLL
IH2O	ISHARES II PLC	GBX	LSE	ISHARES GLOBAL WATER UCITS ETF	IE00B1TXK627	ETFS	ETLL
IUKP	ISHARES II PLC	GBX	LSE	ISHARES UK PROPERTY UCITS ETF	IE00B1TXLS18	ETFS	ETLL
MVUS	ISHARES VI PLC	GBX	LSE	ISHARES S&P 500 MIN VOL UCITS ETF	IE00B6SPMN59	ETFS	ETLL
IMV	ISHARES VI PLC	GBX	LSE	ISHARES MSCI EUROPE MIN VOL UCITS ETF	IE00B86MWN23	ETFS	ETLL
MINV	ISHARES VI PLC	GBX	LSE	ISHARES MSCI WORLD MIN VOL UCITS ETF	IE00B8FHGS14	ETFS	ETLL
COMF	GO UCITS ETF SOLUTIONS PLC	USD	LSE	ETFS LONGER DATED ALL COMMODITIES	IE00B4WPHX27	ETFS	ETLL
IEAG	ISHARES III PLC	EUR	LSE	ISHARES EURO AGGREGATE BOND UCITS ETF	IE00B3DKXQ41	ETFS	ETLL
IESP	ISHARES V PLC	EUR	LSE	ISHARES SPAIN GOVERNMENT BOND UCITS ETF	IE00B428Z604	ETFS	ETLL
IFIN	ISHARES V PLC	EUR	LSE	ISHARES FINLAND GOV BND UCITS ETF	IE00B5SH2232	ETFS	ETLL
IDEU	ISHARES V PLC	EUR	LSE	ISHARES GERMANY GOV BND UCITS ETF	IE00B5V94313	ETFS	ETLL
IOGP	ISHARES V PLC	USD	LSE	ISHARES OIL & GAS EXP & PROD UCITS ETF	IE00B6R51Z18	ETFS	ETLL
IAUP	ISHARES V PLC	USD	LSE	ISHARES GOLD PRODUCERS UCITS ETF	IE00B6R52036	ETFS	ETLL
ISAG	ISHARES V PLC	USD	LSE	ISHARES AGRIBUSINESS UCITS ETF	IE00B6R52143	ETFS	ETLL
INLD	ISHARES V PLC	EUR	LSE	ISHARES NETHERLANDS GOV BND UCITS ETF	IE00B7L7Z140	ETFS	ETLL
IFRB	ISHARES V PLC	EUR	LSE	ISHARES FRANCE GOVERNMENT BOND UCITS ETF	IE00B7LGZ558	ETFS	ETLL
XCX3	DB X-TRACKERS	GBX	LSE	DBX MSCI MALAYSIA ETF (DR)	LU0514694370	ETFS	ETLL
LAUU	MULTI UNITS LUXEMBOURG	USD	LSE	LYXOR ETF AUSTRALIA S&P ASX 200 CLS B $	LU0496787036	ETFS	ETLL
IITB	ISHARES V PLC	EUR	LSE	ISHARES ITALY GOVERNMENT BOND UCITS ETF	IE00B7LW6Y90	ETFS	ETLL
IAUT	ISHARES V PLC	EUR	LSE	ISHARES AUSTRIA GOV BND UCITS ETF	IE00B7RRK356	ETFS	ETLL
IBEL	ISHARES V PLC	EUR	LSE	ISHARES BELGIUM GOV BND UCITS ETF	IE00B7RRKB38	ETFS	ETLL
IJPH	ISHARES V PLC	GBP	LSE	ISHARES MSCI JAPAN GBP HEDGED UCITS ETF	IE00B7XYN974	ETFS	ETLL
ISJP	ISHARES III PLC	GBX	LSE	ISHARES MSCI JPN SMALLCP UCITS ETF(DIST)	IE00B2QWDY88	ETFS	ETLL
IPXJ	ISHARES III PLC	USD	LSE	ISHARES MSCI PAC EX-JPN UCITS ETF (DIST)	IE00B4WXJD03	ETFS	ETLL
IJPN	ISHARES PLC	GBX	LSE	ISHARES MSCI JAPAN UCITS ETF (DIST)	IE00B02KXH56	ETFS	ETLL
IWRD	ISHARES PLC	GBX	LSE	ISHARES MSCI WORLD UCITS ETF (DIST)	IE00B0M62Q58	ETFS	ETLL
XMJG	DB X-TRACKERS	GBX	LSE	DBX MSCI JAPAN IDX UCITS ETF (DR)	LU0659580236	ETFS	ETLL
XCX4	DB X-TRACKERS	GBX	LSE	DBX MSCI THAILAND INDEX UCITS ETF (DR)	LU0514694701	ETFS	ETLL
XMRC	DB X-TRACKERS	GBX	LSE	DBX MSCI RUSSIA 25% CAP'D ETF	LU0322252502	ETFS	ETLL
USRE	ISHARES III PLC	USD	LSE	ISHARES MSCI TARGET US REAL ESTATE	IE00BRHZ0620	ETFS	ETLL
EUXS	ISHARES PLC	GBX	LSE	ISHARES MSCI EUROPE EX-UK GBP HEDGED	IE00BVDPJP67	ETFS	ETLL
UKRE	ISHARES III PLC	GBX	LSE	ISHARES MSCI TARGET UK REAL ESTATE	IE00BRHZ0398	ETFS	ETLL
XGLR	DB X-TRACKERS	GBX	LSE	DBX DB FTSE EPRA/NAREIT GBL RL EST ETF	LU0489337005	ETFS	ETLL
DEL2	GO UCITS ETF SOLUTIONS PLC	EUR	LSE	ETFX DAX 2X LONG FUND	IE00B4QNHH68	ETFS	ETLL
XEOU	DB X-TRACKERS	USD	LSE	DBXT MSCI EUROPE USD- HEDGED ACC - 2C	LU1184092051	ETFS	ETLL
XD5D	DB X-TRACKERS	USD	LSE	DBXT MSCI EMU USD HEDGED	LU1127514245	ETFS	ETLL
XD5S	DB X-TRACKERS	GBX	LSE	DBXT MSCI EMU GBP HEDGED	LU1127516455	ETFS	ETLL
LUK2	GO UCITS ETF SOLUTIONS PLC	GBX	LSE	ETFS FTSE 100 LEVERAGED (DAILY 2X)	IE00B4QNJJ23	ETFS	ETLL
IBCX	ISHARES PLC	EUR	LSE	ISHARES EURO CORP BND LRG CAP UCITS ETF	IE0032523478	ETFS	ETLL
LQDE	ISHARES PLC	USD	LSE	ISHARES $ CORPORATE BOND UCITS ETF	IE0032895942	ETFS	ETLL
FXC	ISHARES PLC	GBX	LSE	ISHARES CHINA LARGE CAP UCITS ETF	IE00B02KXK85	ETFS	ETLL
IEER	ISHARES PLC	GBX	LSE	ISHARES MSCI EAST EUROPE CAP UCITS ETF	IE00B0M63953	ETFS	ETLL
ITKY	ISHARES II PLC	GBX	LSE	ISHARES MSCI TURKEY  UCITS ETF	IE00B1FZS574	ETFS	ETLL
BRIC	ISHARES II PLC	GBX	LSE	ISHARES BRIC 50 UCITS ETF	IE00B1W57M07	ETFS	ETLL
IEMB	ISHARES II PLC	USD	LSE	ISHARES J.P. MORGAN $ EM BND UCITS ETF	IE00B2NPKV68	ETFS	ETLL
IGCC	ISHARES III PLC	USD	LSE	ISHARES MSCI GCC EX-SAUDI AR UCITS ETF	IE00B3F81623	ETFS	ETLL
IEMS	ISHARES III PLC	USD	LSE	ISHARES MSCI EM SMALL CAP UCITS ETF	IE00B3F81G20	ETFS	ETLL
IEAC	ISHARES III PLC	EUR	LSE	ISHARES CORE EURO CORP BOND UCITS ETF	IE00B3F81R35	ETFS	ETLL
IEXF	ISHARES III PLC	EUR	LSE	ISHARES EURO CORP BND EX-FIN UCITS ETF	IE00B4L5ZG21	ETFS	ETLL
IEX5	ISHARES III PLC	EUR	LSE	ISHARES EUR CRP BND EX-FIN 1-5 UCITS ETF	IE00B4L5ZY03	ETFS	ETLL
IE15	ISHARES III PLC	EUR	LSE	ISHARES EURO CORP BND 1-5YR UCITS ETF	IE00B4L60045	ETFS	ETLL
ISXF	ISHARES III PLC	GBP	LSE	ISHARES £ CORP BND EX-FIN UCITS ETF	IE00B4L60H17	ETFS	ETLL
IPOL	ISHARES V PLC	USD	LSE	ISHARES MSCI POLAND UCITS ETF	IE00B4M7GH52	ETFS	ETLL
IS15	ISHARES PLC	GBP	LSE	ISHARES £ CORP BND 1-5YR UCITS ETF	IE00B5L65R35	ETFS	ETLL
EMV	ISHARES VI PLC	GBX	LSE	ISHARES MSCI EM MIN VOL UCITS ETF	IE00B8KGV557	ETFS	ETLL
IEBB	ISHARES III PLC	EUR	LSE	ISHARES EURO CORPORATE BOND BBB-BB	IE00BSKRK281	ETFS	ETLL
LYXV	LYXOR INDEX FUND	GBX	LSE	LYXOR JPM EU VALUE FACTOR ETF	LU1218123716	ETFS	ETEU
LYXL	LYXOR INDEX FUND	GBX	LSE	LYXOR JPM EU LOW BETA FACTOR ETF	LU1218122742	ETFS	ETEU
LYXS	LYXOR INDEX FUND	GBX	LSE	LYXOR JPM EU LOW SIZE FACTOR ETF	LU1218123047	ETFS	ETEU
LYXM	LYXOR INDEX FUND	GBX	LSE	LYXOR JPM EU MOMENTUM FACTOR ETF	LU1218123393	ETFS	ETEU
LYXQ	LYXOR INDEX FUND	GBX	LSE	LYXOR JPM EU QUALITY FACTOR ETF	LU1218123559	ETFS	ETEU
PAXJ	MULTI UNITS LUXEMBOURG	USD	LSE	LYXOR MSCI PACIFIC EX JAPAN UCITS ETF	LU1220245556	ETFS	ETEU
LYX5	LYXOR INDEX FUND	GBX	LSE	LYX J.P. MORGAN EU MULTI-FACT UCITS ETF	LU1290894820	ETFS	ETEU
MVAE	MULTI UNITS LUXEMBOURG	USD	LSE	LYXOR FTSE EU MINIMUM VARIANCE UCITS ETF	LU1237527160	ETFS	ETEU
MVAM	MULTI UNITS LUXEMBOURG	USD	LSE	LYXOR FTSE EM MINIMUM VARIANCE UCITS ETF	LU1237527673	ETFS	ETEU
XFEW	CONCEPT FUND SOLUTIONS PLC	GBX	LSE	DBXT FTSE 100 EQUAL WEIGHT	IE00BZ0CYG46	ETFS	ETEU
XDNU	CONCEPT FUND SOLUTIONS PLC	USD	LSE	DBXT JPX NIKKEI 400 $ HEDGED	IE00BTGD1B38	ETFS	ETEU
USIG	LYXOR INDEX FUND	USD	LSE	LYXOR USD LIQUID IG CORPO BONDS ETF	LU1285959703	ETFS	ETEU
NJXE	NOMURA NEXT FUNDS IRELAND PLC	EUR	LSE	NOMURA JPXNIKKEI400 NETTR D-EUR HD UCITS	IE00BVVSZ262	ETFS	ETEU
NJXU	NOMURA NEXT FUNDS IRELAND PLC	USD	LSE	NOMURA JPXNIKKEI400 NETTR D-USD HD UCITS	IE00BVVSZ379	ETFS	ETEU
DXGP	WISDOMTREE ISSUER PLC 	GBX	LSE	WT GERMANY EQUTIY UCITS ETF GBP HEDGED	IE00BVXBGY20	ETFS	ETEU
MFEG	LYXOR INDEX FUND	GBX	LSE	LYXOR EURO STOXX 300 GBP MTHLY HDGD ETF	LU1237272825	ETFS	ETEU
XDGU	CONCEPT FUND SOLUTIONS PLC	USD	LSE	DBX BARCLAYS USD CORPORATE BOND	IE00BZ036H21	ETFS	ETEU
JPJP	SSGA SPDR ETFS EUROPE I PLC	GBP	LSE	SPDR MSCI JAPAN UCITS ETF	IE00BZ0G8B96	ETFS	ETEU
JPEH	SSGA SPDR ETFS EUROPE I PLC	EUR	LSE	DR MSCI JAPAN EUR HDG UCITS ETF	IE00BZ0G8C04	ETFS	ETEU
MXJP	SOURCE MARKETS PLC	USD	LSE	SOURCE MSCI JAPAN UCITS ETF	IE00B60SX287	ETFS	ETEU
EPRE	AMUNDI ETF	GBX	LSE	AMUNDI ETF FTSE EPRA EUROPE REAL ESTATE	FR0010791160	ETFS	ETEU
GLUX	AMUNDI ETF	GBX	LSE	AMUNDI ETF S&P GLOBAL LUXURY UCITS ETF	FR0010688226	ETFS	ETEU
WLDU	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR UCITS ETF MSCI WORLD USD HEDGED	FR0011669845	ETFS	ETEU
UC73	UBS (IRL) ETF PLC	GBX	LSE	UBS ETF - MSCI USA HEGED TO GBP A-DIS	IE00BD4TYH80	ETFS	ETEU
UC74	UBS (IRL) ETF PLC	GBX	LSE	UBS ETF - MSCI USA HEGED TO GBP A-ACC	IE00BD4TYJ05	ETFS	ETEU
WDSC	SSGA SPDR ETFS EUROPE II PLC	USD	LSE	SPDR MSCI WORLD SMALL CAP UCITS ETF	IE00BCBJG560	ETFS	ETEU
MEUG	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR MSCI EUROPE GBP	FR0010261198	ETFS	ETEU
UC93	UBS ETF	GBX	LSE	UBSETF MSCI SWITZERLAND HDG TO GBP A-ACC	LU1169830525	ETFS	ETEU
UC94	UBS ETF	GBX	LSE	UBSETF MSCI SWITZERLAND HDG TO GBP A-DIS	LU1169830442	ETFS	ETEU
UKMD	OSSIAM LUX	GBX	LSE	OSSIAM ETF FTSE 100 MIN VAR UCITS 1D	LU1093308333	ETFS	ETEU
XGLE	DB X-TRACKERS II	EUR	LSE	DBX IBOXX EUR EUROZONE SOVEREIGNS ETF	LU0290355717	ETFS	ETEU
XG7U	DB X-TRACKERS II	USD	LSE	DBX GLOBAL INFLATION-LINKED USD HDGD ETF	LU0641007009	ETFS	ETEU
VWRL	VANGUARD FUNDS PLC	GBP	LSE	VANGUARD FTSE ALL-WORLD UCITS ETF	IE00B3RBWM25	ETFS	ETEU
VGOV	VANGUARD FUNDS PLC	GBP	LSE	VANGUARD UK GOVERNMENT BOND UCITS ETF	IE00B42WWV65	ETFS	ETEU
UC59	UBS ETF	GBX	LSE	UBS ETF-MSCI EMU HEDGED TO GBP A-DIS	LU0937835733	ETFS	ETEU
UC60	UBS ETF	GBX	LSE	UBS ETF-MSCI EMU HEDGED TO GBP A-ACC	LU0950669688	ETFS	ETEU
UC61	UBS ETF	GBX	LSE	UBS ETF-MSCI JAPAN HEDGED TO GBP A-DIS	LU0969638401	ETFS	ETEU
UC62	UBS ETF	GBX	LSE	UBS ETF-MSCI JAPAN HEDGED TO GBP A-ACC	LU0969638583	ETFS	ETEU
UC63	UBS ETF	GBX	LSE	UBS ETF-MSCI UNITED KINGDOM A-DIS	LU0937836467	ETFS	ETEU
UC64	UBS ETF	GBX	LSE	UBS ETF-MSCI UNITED KINGDOM A-ACC	LU0950670850	ETFS	ETEU
EMLB	PIMCO FIXED INCOME SOURCE ETFS PLC	USD	LSE	PIMCO EM ADV LOCAL BOND SOURCE UCITS ETF	IE00B4P11460	ETFS	ETEU
STHY	PIMCO FIXED INCOME SOURCE ETFS PLC	USD	LSE	PIMCO SHT TERM HI YLD CORP BOND SRC ETF	IE00B7N3YW49	ETFS	ETEU
STHE	PIMCO FIXED INCOME SOURCE ETFS PLC	EUR	LSE	PIMCO SHT TERM HI YLD CORP BOND SRCE ETF	IE00BF8HV600	ETFS	ETEU
SUKC	SSGA SPDR ETFS EUROPE II PLC	GBP	LSE	SPDR BARCLAYS 0-5 YEAR GBP CORP BOND ETF	IE00BCBJF711	ETFS	ETEU
DESE	WISDOMTREE ISSUER PLC 	GBX	LSE	WT US SMALLCAP DIV UCITS	IE00BQZJBT94	ETFS	ETEU
DHS	WISDOMTREE ISSUER PLC 	GBX	LSE	WT US EQTY INCOME UCITS	IE00BQZJBQ63	ETFS	ETEU
EEI	WISDOMTREE ISSUER PLC 	GBX	LSE	WT EUROPE EQTY INCOME UCITS	IE00BQZJBX31	ETFS	ETEU
DFE	WISDOMTREE ISSUER PLC 	GBX	LSE	WT EUROPE SMALLCAP DIV UCITS	IE00BQZJC527	ETFS	ETEU
ISEQ	WISDOMTREE ISSUER PLC 	GBX	LSE	WISDOMTREE ISEQ 20 UCITS ETF	IE00BVFB1H83	ETFS	ETEU
UC95	UBS (IRL) ETF PLC	GBX	LSE	UBSETF FACTOR M. USA LOW VOL. USD A-DIS	IE00BX7RQY03	ETFS	ETEU
UC96	UBS (IRL) ETF PLC	GBX	LSE	UBSETF FACTOR USA PRIME VALUE USD A-DIS	IE00BX7RR706	ETFS	ETEU
UC99	UBS (IRL) ETF PLC	GBX	LSE	UBSETF FACTOR USA QUALITY USD A-DIS	IE00BX7RRJ27	ETFS	ETEU
UD01	UBS (IRL) ETF PLC	GBX	LSE	UBSETF FACTOR USA T. S. YIELD USD A-DIS	IE00BX7RRT25	ETFS	ETEU
EMIL	SSGA SPDR ETFS EUROPE I PLC	USD	LSE	SPDR EM INFLATION LINKED BOND UCITS ETF	IE00B7MXFZ59	ETFS	ETEU
GLDV	SSGA SPDR ETFS EUROPE I PLC	USD	LSE	SPDR S&P GLOBAL DIVIDEND UCITS ETF	IE00B9CQXS71	ETFS	ETEU
ASDV	SSGA SPDR ETFS EUROPE I PLC	USD	LSE	SPDR S&P PAN ASIA DIVIDEND UCITS ETF	IE00B9KNR336	ETFS	ETEU
VJPN	VANGUARD FUNDS PLC	GBP	LSE	VANGUARD FTSE JAPAN UCITS ETF	IE00B95PGT31	ETFS	ETEU
VEUR	VANGUARD FUNDS PLC	GBP	LSE	VANGUARD FTSE DEVELOPED EUROPE UCITS ETF	IE00B945VV12	ETFS	ETEU
VAPX	VANGUARD FUNDS PLC	GBP	LSE	VANGUARD FTSE DEV ASIAPAC XJPN UCITS ETF	IE00B9F5YL18	ETFS	ETEU
VHYL	VANGUARD FUNDS PLC	GBP	LSE	VANGUARD FTSE WRLD HI DIV YLD UCITS ETF	IE00B8GKDB10	ETFS	ETEU
EMDV	SSGA SPDR ETFS EUROPE I PLC	GBP	LSE	SPDR S&P EMERGING MARKETS DVDND UCIT ETF	IE00B6YX5B26	ETFS	ETEU
EMBD	LYXOR INDEX FUND	USD	LSE	LYXOR EMERGING MARKETS LOCAL CY BOND DR$	LU0908501991	ETFS	ETEU
DEMV	OSSIAM LUX	USD	LSE	OSSIAM EMG MKTS MIN VAR NR ETF -USD	LU0705291812	ETFS	ETEU
WDMV	OSSIAM LUX	USD	LSE	OSSIAM WORLD MIN VAR NR ETF ÀUSD	LU0799656342	ETFS	ETEU
DSUS	MULTI UNITS FRANCE	USD	LSE	LYXOR DOUBLE SHORT 10Y US TREASURY USD	FR0011607084	ETFS	ETEU
DSUK	MULTI UNITS FRANCE	GBX	LSE	LYXOR DOUBLE SHORT 10Y UK GILTS GBP	FR0011614031	ETFS	ETEU
JGBS	MULTI UNITS FRANCE	GBX	LSE	LYXOR DOUBLE SHORT 10Y JAPAN GOV BDS GBP	FR0011614189	ETFS	ETEU
ELOW	SSGA SPDR ETFS EUROPE II PLC	EUR	LSE	SPDR EURO STOXX LOW VOLATILITY UCITS ETF	IE00BFTWP510	ETFS	ETEU
CU5	AMUNDI ETF	GBX	LSE	AMUNDI ETF MSCI EUROPE UTILITIES	FR0010688234	ETFS	ETEU
CT5	AMUNDI ETF	GBX	LSE	AMUNDI ETF MSCI EUROPE TELECOM SERVICES	FR0010713735	ETFS	ETEU
C8M	AMUNDI ETF	GBX	LSE	AMUNDI ETF MSCI EUROPE MATERIALS	FR0010791137	ETFS	ETEU
ESM	AMUNDI ETF	GBX	LSE	AMUNDI ETF EURO STOXX SMALL CAP	FR0010900076	ETFS	ETEU
NDXH	AMUNDI ETF	EUR	LSE	AMUNDI ETF NASDAQ-100 EUR HEDGED DAILY	FR0010949479	ETFS	ETEU
FINU	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR UCITS ETF SP 500 CAP FIN SECT C$	FR0011192731	ETFS	ETEU
GEF	FUNDLOGIC ALTERNATIVES PLC	USD	LSE	MS GLOBAL EQUITY FACTORS UCITS ETF USD	IE00BLY1QG30	ETFS	ETEU
LEMB	MULTI UNITS FRANCE	USD	LSE	LYXOR ETF IBOXX$ LIQUID EM MKT SOVEREIGN	FR0010967323	ETFS	ETEU
US13	MULTI UNITS FRANCE	USD	LSE	LYXOR ETF IBOXX $ TREASURIES 1-3Y	FR0010960955	ETFS	ETEU
US10	MULTI UNITS FRANCE	USD	LSE	LYXOR ETF IBOXX $ TREASURIES 10Y+	FR0010961003	ETFS	ETEU
US57	MULTI UNITS FRANCE	USD	LSE	LYXOR ETF IBOXX $ TREASURIES 5-7Y	FR0010961011	ETFS	ETEU
GILS	MULTI UNITS FRANCE	GBX	LSE	LYXOR ETF IBOXX £ GILTS	FR0010961029	ETFS	ETEU
COUK	MULTI UNITS FRANCE	GBX	LSE	LYXOR ETF IBOXX £ LQD CORP LNG DTD	FR0010961037	ETFS	ETEU
GILI	MULTI UNITS FRANCE	GBX	LSE	LYXOR ETF IBOXX UK GILT INFL-LNKD	FR0010961045	ETFS	ETEU
RUSG	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR UCITS ETF RUSSELL 1000 GROWTH	FR0011119171	ETFS	ETEU
RUSV	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR UCITS ETF RUSSELL 1000 VALUE	FR0011119205	ETFS	ETEU
N400	SOURCE MARKETS PLC	USD	LSE	SOURCE JPX-NIKKEI 400 UCITS ETF	IE00BPRCH686	ETFS	ETEU
XDWD	CONCEPT FUND SOLUTIONS PLC	USD	LSE	DBXT MSCI WORLD (DR) ACC 1C	IE00BJ0KDQ92	ETFS	ETEU
SGQP	MULTI UNITS LUXEMBOURG	GBX	LSE	LYXOR ETF SG GLOBAL QUALITY INCOME D-GBP	LU0855671011	ETFS	ETEU
XDEW	CONCEPT FUND SOLUTIONS PLC	USD	LSE	DBXT S&P 500 EQUAL WEIGHT DR ACC 1C	IE00BLNMYC90	ETFS	ETEU
CACX	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR UCITS ETF CAC 40	FR0007052782	ETFS	ETEU
