Symbol	Name	Currency	Exchange	Instrument.Long.Name	Isin	Segment.code	Sector.code
IVPB	INVESCO PERPETUAL SELECT TRUST PLC	GBX	LSE	BALANCED RISK SHS 1P	GB00B1DQ6696	SSQ3	SQQ3
IVPM	INVESCO PERPETUAL SELECT TRUST PLC	GBX	LSE	MANAGED LIQUIDITY SHS 1P	GB00B1DQ6704	SSQ3	SQQ3
MIG4	MOBEUS INCOME & GROWTH 4 VCT PLC	GBX	LSE	ORD 1P	GB00B1FMDH51	SSQ3	SQQ3
AAEV	ALBION ENTERPRISE VCT PLC	GBX	LSE	ORD 1P	GB00B1G3LR35	SSQ3	SQQ3
JIGC	JPMORGAN INCOME & GROWTH INV PLC	GBX	LSE	CAPITAL SHS 1P	GB00B1G3N007	SSQ3	SQQ3
JIGI	JPMORGAN INCOME & GROWTH INV PLC	GBX	LSE	INCOME SHS 1P	GB00B1G3N114	SSQ3	SQQ3
JIGU	JPMORGAN INCOME & GROWTH INV PLC	GBX	LSE	UNITS (COMP 1 INC SHR & 1 CAP SHR)	GB00B1G3N221	SSQ3	SQQ3
EDGC	EDGE PERFORMANCE VCT PLC	GBX	LSE	C SHS 10P	GB00B1GJYK55	SSQ3	SQQ3
NVT	NORTHERN VENTURE TRUST PLC	GBX	LSE	ORD 25P	GB0006450703	SSQ3	SQQ3
NMD	NORTH MIDLAND CONSTRUCTION PLC	GBX	LSE	ORD 10P	GB0006452857	SSQ3	SQQ3
SDV	SMALL CO'S DIVIDEND TRUST PLC	GBX	LSE	ORD 25P	GB0006615826	SSQ3	SQQ3
OXT	OXFORD TECHNOLOGY VENT CAP TST PLC	GBX	LSE	ORD 10P	GB0006640204	SSQ3	SQQ3
KAY	KINGS ARMS YARD VCT PLC	GBX	LSE	ORD 1P	GB0007174294	SSQ3	SQQ3
ICTA	INVESTORS CAPITAL TRUST PLC	GBX	LSE	A ORD 0.1P	GB00B1N4G299	SSQ3	SQQ3
ICTB	INVESTORS CAPITAL TRUST PLC	GBX	LSE	B ORD 0.1P	GB00B1N4H594	SSQ3	SQQ3
ICTU	INVESTORS CAPITAL TRUST PLC	GBX	LSE	UNITS (COMPR 3 A SHS 0.1P&1 B SHR 0.1P)	GB00B1N4H933	SSQ3	SQQ3
UAV	UNICORN AIM VCT PLC	GBX	LSE	ORD 1P	GB00B1RTFN43	SSQ3	SQQ3
PLAZ	PLAZA CENTERS N.V.	GBX	LSE	ORD EUR0.01	NL0000686772	SSQ3	SQQ3
MINI	MITON UK MICROCAP TRUST PLC	GBX	LSE	ORD GBP0.001	GB00BWFGQ085	SSQ3	SQQ3
COA	COATS GROUP PLC	GBX	LSE	ORD 5P	GB00B4YZN328	SSQ3	SQQ3
PROJ	PROJECT FINANCE INVESTMENT LIMITED	GBX	LSE	ORD NPV	JE00BYXX8B08	SSQ3	SQQ3
RMMC	RIVER AND MERCANTILE UK MICRO CAP	GBX	LSE	RED ORD NPV	GG00BRGCGK06	SSQ3	SQQ3
PEMB	PEMBROKE VCT PLC	GBX	LSE	B ORD 1P	GB00BQVC9S79	SSQ3	SQQ3
BQE	BIOQUELL PLC	GBX	LSE	ORD 10P	GB0004992003	SSQ3	SQQ3
UTL	UIL LIMITED	GBX	LSE	ORD 10P (DI)	BMG917071026	SSQ3	SQQ3
MIGO	MITON GLOBAL OPPORTUNITIES PLC	GBX	LSE	ORD 1P	GB0034365949	SSQ3	SQQ3
SERE	SCHRODER EUROPEAN REIT PLC	GBX	LSE	ORD GBP0.10	GB00BY7R8K77	SSQ3	SQQ3
AEWU	AEW UK REIT PLC	GBX	LSE	ORD GBP0.01	GB00BWD24154	SSQ3	SQQ3
HCFT	HIGHCROFT INVESTMENTS PLC	GBX	LSE	ORD 25P	GB0004254875	SSQ3	SQQ3
MHN	MENHADEN CAPITAL PLC	GBX	LSE	ORD 1P	GB00BZ0XWD04	SSQ3	SQQ3
MCGN	MICROGEN PLC	GBX	LSE	ORD 6 3/7P	GB00BVVHWX30	SSQ3	SQQ3
GVP	GABELLI VALUE PLUS+ TRUST PLC	GBX	LSE	ORD 1P	GB00BTLJYS47	SSQ3	SQQ3
DP3J	DOWNING THREE VCT PLC	GBX	LSE	J SHS 0.1P	GB00BSTK6426	SSQ3	SQQ3
THRL	TARGET HEALTHCARE REIT LIMITED	GBX	LSE	ORD NPV	JE00B95CGW71	SSQ3	SQQ3
PSDL	PHOENIX SPREE DEUTSCHLAND LIMITED	GBX	LSE	SHS NPV	JE00B248KJ21	SSQ3	SQQ3
ECEL	EUROCELL PLC	GBX	LSE	ORD GBP0.001	GB00BVV2KN49	SSQ3	SQQ3
CCJI	CC JAPAN INCOME & GROWTH TRUST PLC	GBX	LSE	ORD GBP0.01	GB00BYSRMH16	SSQ3	SQQ3
PU11	PUMA VCT 11 PLC	GBX	LSE	ORD GBP0.0005	GB00BQVBS545	SSQ3	SQQ3
OVC2	OCTOPUS VCT 2 PLC	GBX	LSE	ORD 1P	GB00B3SD2L64	SSQ3	SQQ3
OAPD	OCTOPUS APOLLO VCT PLC	GBX	LSE	D ORD 1P	GB00BYM91M12	SSQ3	SQQ3
DP2D	DOWNING TWO VCT PLC	GBX	LSE	D SHARE 0.1P	GB00B4VR3D16	SSQ3	SQQ3
GRIT	GLOBAL RESOURCES INVESTMENT TST PLC	GBX	LSE	ORD GBP0.01	GB00BCKFVJ45	SSQ3	SQQ3
RSB	RENSBURG AIM VCT PLC	GBX	LSE	ORD 5P	GB0005723167	SSQ3	SQQ3
VTA	VOLTA FINANCE LIMITED	EUR	LSE	ORD NPV	GG00B1GHHH78	SSQ3	SQQ3
DRIP	DRUM INCOME PLUS REIT PLC	GBX	LSE	ORD 10P	GB00BW4NWS02	SSQ3	SQQ3
DP2C	DOWNING TWO VCT PLC	GBX	LSE	C' SHS 0.1P	GB00B3D74S43	SSQ3	SQQ3
BON	BONMARCHE HOLDINGS PLC	GBX	LSE	ORD 1P	GB00BF8H6F45	SSQ3	SQQ3
BRSN	BERENDSEN PLC	GBX	LSE	ORD 30P	GB00B0F99717	STMM	F25F
JE.	JUST EAT PLC	GBX	LSE	ORD 1P	GB00BKX5CN86	STMM	F25F
CRST	CREST NICHOLSON HOLDINGS PLC	GBX	LSE	ORD 5P	GB00B8VZXT93	STMM	F25F
MCRO	MICRO FOCUS INTERNATIONAL PLC	GBX	LSE	ORD 10P	GB00BQY7BX88	STMM	F25F
SSPG	SSP GROUP PLC	GBX	LSE	ORD 1P	GB00BNGWY422	STMM	F25F
PLND	POUNDLAND GROUP PLC	GBX	LSE	ORD 1P	GB00BJ34VB96	STMM	F25F
ATK	ATKINS (WS) PLC	GBX	LSE	ORD 0.5P	GB0000608009	STMM	F25F
GOG	GO-AHEAD GROUP PLC	GBX	LSE	ORD 10P	GB0003753778	STMM	F25F
AO.	AO WORLD PLC	GBX	LSE	ORD 0.25P	GB00BJTNFH41	STMM	F25F
CWD	COUNTRYWIDE PLC	GBX	LSE	ORD 1P	GB00B9NWP991	STMM	F25F
MAB	MITCHELLS & BUTLERS PLC	GBX	LSE	ORD 8 13/24P	GB00B1FP6H53	STMM	F25F
BWNG	BROWN(N.)GROUP PLC	GBX	LSE	ORD 11 1/19P	GB00B1P6ZR11	STMM	F25F
GNC	GREENCORE GROUP PLC	GBX	LSE	ORD 1P	IE0003864109	STMM	F25F
UBM	UBM PLC	GBX	LSE	ORD 10P	JE00B2R84W06	STMM	F25F
CBG	CLOSE BROS GROUP PLC	GBX	LSE	ORD 25P	GB0007668071	STMM	F25F
BEZ	BEAZLEY PLC	GBX	LSE	ORD 5P	JE00B64G9089	STMM	F25F
POLY	POLYMETAL INTERNATIONAL PLC	GBX	LSE	ORD NPV	JE00B6T5S470	STMM	F25F
SRP	SERCO GROUP PLC	GBX	LSE	ORD 2P	GB0007973794	STMM	F25F
TATE	TATE & LYLE PLC	GBX	LSE	ORD 25P	GB0008754136	STMM	F25F
SMWH	WH SMITH PLC	GBX	LSE	ORD 22 6/67P	GB00B2PDGW16	STMM	F25F
PHNX	PHOENIX GROUP HOLDINGS	GBX	LSE	ORD EUR0.0001 (DI)	KYG7091M1096	STMM	F25F
VCT	VICTREX PLC	GBX	LSE	ORD 1P	GB0009292243	STMM	F25F
WG.	WOOD GROUP (JOHN) PLC	GBX	LSE	ORD 4 2/7P	GB00B5N0P849	STMM	F25F
MPI	MICHAEL PAGE INTERNATIONAL PLC	GBX	LSE	ORD 1P	GB0030232317	STMM	F25F
ACA	ACACIA MINING PLC	GBX	LSE	ORD 10P	GB00B61D2N63	STMM	F25F
WMH	WILLIAM HILL PLC	GBX	LSE	ORD 10P	GB0031698896	STMM	F25F
SGC	STAGECOACH GROUP PLC	GBX	LSE	ORD 125/228P	GB00B6YTLS95	STMM	F25F
EVR	EVRAZ PLC	GBX	LSE	ORD USD1.00	GB00B71N6K86	STMM	F25F
EMG	MAN GROUP PLC	GBX	LSE	ORD USD0.03428571	GB00B83VD954	STMM	F25F
VED	VEDANTA RESOURCES PLC	GBX	LSE	ORD USD0.10	GB0033277061	STMM	F25F
IAP	ICAP PLC	GBX	LSE	ORD 10P	GB0033872168	STMM	F25F
AMFW	AMEC FOSTER WHEELER PLC	GBX	LSE	ORD 50P	GB0000282623	STMM	F25F
HFD	HALFORDS GROUP PLC	GBX	LSE	ORD 1P	GB00B012TP20	STMM	F25F
BWY	BELLWAY PLC	GBX	LSE	ORD 12.5P	GB0000904986	STMM	F25F
BBY	BALFOUR BEATTY PLC	GBX	LSE	ORD 50P	GB0000961622	STMM	F25F
TLW	TULLOW OIL PLC	GBX	LSE	ORD 10P	GB0001500809	STMM	F25F
IMI	IMI PLC	GBX	LSE	ORD 28 4/7P	GB00BGLP8L22	STMM	F25F
BVS	BOVIS HOMES GROUP PLC	GBX	LSE	ORD 50P	GB0001859296	STMM	F25F
CRDA	CRODA INTERNATIONAL PLC	GBX	LSE	ORD 10P	GB0002335270	STMM	F25F
IGG	IG GROUP HOLDINGS PLC	GBX	LSE	ORD 0.005P	GB00B06QFB75	STMM	F25F
COB	COBHAM PLC	GBX	LSE	ORD 2.5P	GB00B07KD360	STMM	F25F
RTO	RENTOKIL INITIAL PLC	GBX	LSE	ORD 1P	GB00B082RF11	STMM	F25F
REX	REXAM PLC	GBX	LSE	ORD 80 5/14P	GB00BMHTPY25	STMM	F25F
INF	INFORMA PLC	GBX	LSE	ORD 0.1P	GB00BMJ6DW54	STMM	F25F
SXS	SPECTRIS PLC	GBX	LSE	ORD 5P	GB0003308607	STMM	F25F
PFC	PETROFAC LD	GBX	LSE	ORD USD0.02	GB00B0H2K534	STMM	F25F
FGP	FIRSTGROUP PLC	GBX	LSE	ORD 5P	GB0003452173	STMM	F25F
HLMA	HALMA PLC	GBX	LSE	ORD 10P	GB0004052071	STMM	F25F
BVIC	BRITVIC PLC	GBX	LSE	ORD 20P	GB00B0N8QD54	STMM	F25F
QQ.	QINETIQ GROUP PLC	GBX	LSE	ORD 1P	GB00B0WMWD03	STMM	F25F
HAS	HAYS PLC	GBX	LSE	ORD 1P	GB0004161021	STMM	F25F
MTO	MITIE GROUP PLC	GBX	LSE	ORD 2.5P	GB0004657408	STMM	F25F
LAD	LADBROKES PLC	GBX	LSE	ORD 28 1/3P	GB00B0ZSH635	STMM	F25F
ASHM	ASHMORE GROUP PLC	GBX	LSE	ORD 0.01P	GB00B132NW22	STMM	F25F
PNN	PENNON GROUP PLC	GBX	LSE	ORD 40.7P	GB00B18V8630	STMM	F25F
NEX	NATIONAL EXPRESS GROUP PLC	GBX	LSE	ORD 5P	GB0006215205	STMM	F25F
PTEC	PLAYTECH PLC	GBX	LSE	ORD NPV	IM00B7S9G985	STMM	F25F
DRX	DRAX GROUP PLC	GBX	LSE	ORD 11 16/29P	GB00B1VNSX38	STMM	F25F
TCG	THOMAS COOK GROUP PLC	GBX	LSE	ORD EUR0.01	GB00B1VYCH82	STMM	F25F
SGP	SUPERGROUP PLC	GBX	LSE	ORD 5P	GB00B60BD277	STMM	F25F
PETS	PETS AT HOME GROUP PLC	GBX	LSE	ORD 1P	GB00BJ62K685	STMM	F25F
AUTO	AUTO TRADER GROUP PLC	GBX	LSE	ORD 1P	GB00BVYVFW23	STMM	F25F
RGU	REGUS PLC	GBX	LSE	ORD 1P	JE00B3CGFD43	STMM	F25F
DEB	DEBENHAMS PLC	GBX	LSE	ORD 0.01P	GB00B126KH97	STMM	F25F
ICP	INTERMEDIATE CAPITAL GROUP PLC	GBX	LSE	ORD 23 1/3P	GB00BYY5B507	STMM	F25F
INDV	INDIVIOR PLC	GBX	LSE	ORD USD0.10	GB00BRS65X63	STMM	F25F
P2P2	P2P GLOBAL INVESTMENTS PLC	GBX	LSE	C 10P	GB00BYRY7J03	STMM	F25F
HOME	HOME RETAIL GROUP PLC	GBX	LSE	ORD 10P	GB00B19NKB76	STMM	F25F
MRW	MORRISON(WM.)SUPERMARKETS PLC	GBX	LSE	ORD 10P	GB0006043169	STMM	F25F
AGR	ASSURA PLC	GBX	LSE	ORD 10P	GB00BVGBWW93	STMM	F25F
GFS	G4S PLC	GBX	LSE	ORD 25P	GB00B01FLG62	STMM	F25F
DLN	DERWENT LONDON PLC	GBX	LSE	ORD 5P	GB0002652740	STMM	F25F
SGRO	SEGRO PLC	GBX	LSE	ORD 10P	GB00B5ZN1N88	STMM	F25F
GPOR	GREAT PORTLAND ESTATES PLC	GBX	LSE	ORD 12 1/2P	GB00B01FLL16	STMM	F25F
ECM	ELECTROCOMPONENTS PLC	GBX	LSE	ORD 10P	GB0003096442	STMM	F25F
ELM	ELEMENTIS PLC	GBX	LSE	ORD 5P	GB0002418548	STMM	F25F
PAG	PARAGON GROUP OF COMPANIES PLC	GBX	LSE	ORD 100P	GB00B2NGPM57	STMM	F25F
SNR	SENIOR PLC	GBX	LSE	10P	GB0007958233	STMM	F25F
IPF	INTERNATIONAL PERSONAL FINANCE PLC	GBX	LSE	ORD 10P	GB00B1YKG049	STMM	F25F
OCDO	OCADO GROUP PLC	GBX	LSE	ORD 2P	GB00B3MBS747	STMM	F25F
OPHR	OPHIR ENERGY PLC	GBX	LSE	ORD 0.25P	GB00B24CT194	STMM	F25F
BTG	BTG PLC	GBX	LSE	ORD 10P	GB0001001592	STMM	F25F
GNK	GREENE KING PLC	GBX	LSE	ORD 12.5P	GB00B0HZP136	STMM	F25F
CLLN	CARILLION PLC	GBX	LSE	ORD 50P	GB0007365546	STMM	F25F
HWDN	HOWDEN JOINERY GROUP PLC	GBX	LSE	ORD 10P	GB0005576813	STMM	F25F
AGK	AGGREKO PLC	GBX	LSE	ORD 4 329/395P	GB00BK1PTB77	STMM	F25F
BBA	BBA AVIATION PLC	GBX	LSE	ORD 29 16/21P	GB00B1FP8915	STMM	F25F
BOK	BOOKER GROUP PLC	GBX	LSE	ORD 1P	GB00B01TND91	STMM	F25F
INCH	INCHCAPE PLC	GBX	LSE	ORD 10P	GB00B61TVQ02	STMM	F25F
BPTY	BWIN.PARTY DIGITAL ENTERTAINMNT PLC	GBX	LSE	ORD 0.015P	GI000A0MV757	STMM	F25F
MRO	MELROSE INDUSTRIES PLC	GBX	LSE	ORDS 48/7P	GB00BZ1G4322	STMM	F25F
LRE	LANCASHIRE HOLDINGS LD	GBX	LSE	COM SHS USD0.50	BMG5361W1047	STMM	F25F
RTN	RESTAURANT GROUP PLC	GBX	LSE	ORD 28 1/8P	GB00B0YG1K06	STMM	F25F
SHI	SIG PLC	GBX	LSE	ORD 10P	GB0008025412	STMM	F25F
SVI	SVG CAPITAL PLC	GBX	LSE	ORD #1	GB0007892358	STMM	F25F
HGG	HENDERSON GROUP PLC	GBX	LSE	ORD 12.5P	JE00B3CM9527	STMM	F25F
CEY	CENTAMIN PLC	GBX	LSE	ORD NPV (DI)	JE00B5TT1872	STMM	F25F
CNE	CAIRN ENERGY PLC	GBX	LSE	ORD 231/169P	GB00B74CDH82	STMM	F25F
INVP	INVESTEC PLC	GBX	LSE	ORD GBP0.0002	GB00B17BBQ50	STMM	F25F
SMDS	SMITH (DS) PLC	GBX	LSE	ORD 10P	GB0008220112	STMM	F25F
BET	BETFAIR GROUP PLC	GBX	LSE	ORD 0.095P	GB00BSPL1J93	STMM	F25F
DOM	DOMINO'S PIZZA GROUP PLC	GBX	LSE	ORD 1.5625P	GB00B1S49Q91	STMM	F25F
RMV	RIGHTMOVE  PLC	GBX	LSE	ORD 1P	GB00B2987V85	STMM	F25F
AML	AMLIN PLC	GBX	LSE	ORD 28.125P	GB00B2988H17	STMM	F25F
WEIR	WEIR GROUP PLC	GBX	LSE	ORD 12.5P	GB0009465807	STMM	F25F
CWC	CABLE & WIRELESS COMMUNICATIONS PLC	GBX	LSE	ORD USD0.05	GB00B5KKT968	STMM	F25F
MGGT	MEGGITT PLC	GBX	LSE	ORD 5P	GB0005758098	STMM	F25F
TRIG	THE RENEWABLES INFRASTRUCTURE GROUP	GBX	LSE	ORD NPV	GG00BBHX2H91	STMM	F25F
SPX	SPIRAX-SARCO ENGINEERING PLC	GBX	LSE	ORD 26 12/13P	GB00BWFGQN14	STMM	F25F
SHB	SHAFTESBURY PLC	GBX	LSE	ORD 25P	GB0007990962	STMM	F25F
ESNT	ESSENTRA PLC	GBX	LSE	ORD 25P	GB00B0744359	STMM	F25F
JUP	JUPITER FUND MANAGEMENT PLC	GBX	LSE	ORD 2P	GB00B53P2009	STMM	F25F
TALK	TALKTALK TELECOM GROUP PLC	GBX	LSE	ORD 0.1P	GB00B4YCDF59	STMM	F25F
BOY	BODYCOTE PLC	GBX	LSE	ORD 17 3/11P	GB00B3FLWH99	STMM	F25F
CAPC	CAPITAL & COUNTIES PROPERTIES PLC	GBX	LSE	ORD 25P	GB00B62G9D36	STMM	F25F
BGEO	BGEO GROUP PLC	GBX	LSE	ORD 1P	GB00B759CR16	STMM	F25F
AVV	AVEVA GROUP PLC	GBX	LSE	ORD 3 5/9P	GB00BBG9VN75	STMM	F25F
HSX	HISCOX LD	GBX	LSE	ORD 6.5P (DI)	BMG4593F1389	STMM	F25F
ROR	ROTORK PLC	GBX	LSE	ORD 0.5P	GB00BVFNZH21	STMM	F25F
ULE	ULTRA ELECTRONICS HOLDINGS PLC	GBX	LSE	ORD 5P	GB0009123323	STMM	F25F
ESUR	ESURE GROUP PLC	GBX	LSE	ORD 1/12P	GB00B8KJH563	STMM	25FS
RCP	RIT CAPITAL PARTNERS PLC	GBX	LSE	ORD #1	GB0007366395	STMM	25FS
SCIN	SCOTTISH INV TST PLC	GBX	LSE	ORD 25P	GB0007826091	STMM	25FS
KWE	KENNEDY WILSON EUROPE REAL EST. PLC	GBX	LSE	ORD NPV	JE00BJT32513	STMM	25FS
TMPL	TEMPLE BAR INV TST PLC	GBX	LSE	ORD 25P	GB0008825324	STMM	25FS
TEM	TEMPLETON EMERGING MARKETS IT PLC	GBX	LSE	ORD 25P	GB0008829292	STMM	25FS
TRY	TR PROPERTY INV TST PLC	GBX	LSE	ORD 25P	GB0009064097	STMM	25FS
DPH	DECHRA PHARMACEUTICALS PLC	GBX	LSE	ORD 1P	GB0009633180	STMM	25FS
WTAN	WITAN INV TST PLC	GBX	LSE	ORD 25P	GB0009744060	STMM	25FS
MNKS	MONKS INV TST PLC	GBX	LSE	ORD 5P	GB0030517261	STMM	25FS
GRG	GREGGS PLC	GBX	LSE	ORD 2P	GB00B63QSB39	STMM	25FS
ASL	ABERFORTH SMALLER COMPANIES TST PLC	GBX	LSE	ORD 1P	GB0000066554	STMM	25FS
BNKR	BANKERS INV TST PLC	GBX	LSE	ORD 25P	GB0000767003	STMM	25FS
TED	TED BAKER PLC	GBX	LSE	ORD 5P	GB0001048619	STMM	25FS
CLI	CLS HOLDINGS PLC	GBX	LSE	ORD 25P	GB0001592475	STMM	25FS
NOG	NOSTRUM OIL & GAS PLC	GBX	LSE	ORD 1P	GB00BGP6Q951	STMM	25FS
FEV	FIDELITY EUROPEAN VALUES PLC	GBX	LSE	ORD 2.5P	GB00BK1PKQ95	STMM	25FS
JDW	WETHERSPOON(J.D.) PLC	GBX	LSE	ORD 2P	GB0001638955	STMM	25FS
CLDN	CALEDONIA INVESTMENTS PLC	GBX	LSE	ORD 5P	GB0001639920	STMM	25FS
CTY	CITY OF LONDON INVESTMENT TRUST PLC	GBX	LSE	ORD 25P	GB0001990497	STMM	25FS
GNS	GENUS PLC	GBX	LSE	ORD 10P	GB0002074580	STMM	25FS
SMT	SCOTTISH MORTGAGE INV TST PLC	GBX	LSE	ORD 5P	GB00BLDYK618	STMM	25FS
ALM	ALLIED MINDS PLC	GBX	LSE	ORD 1P	GB00BLRLH124	STMM	25FS
SAGA	SAGA PLC	GBX	LSE	ORD 1P	GB00BLT1Y088	STMM	25FS
CARD	CARD FACTORY PLC	GBX	LSE	ORD 1P	GB00BLY2F708	STMM	25FS
RAT	RATHBONE BROS PLC	GBX	LSE	ORD 5P	GB0002148343	STMM	25FS
DJAN	DAEJAN HLDGS PLC	GBX	LSE	ORD 25P	GB0002502036	STMM	25FS
DCG	DAIRY CREST GROUP PLC	GBX	LSE	ORD 25P	GB0002502812	STMM	25FS
ZPLA	ZOOPLA PROPERTY GROUP PLC	GBX	LSE	ORD 0.1P	GB00BMHTHT14	STMM	25FS
JD.	JD SPORTS FASHION PLC	GBX	LSE	ORD 1.25P	GB00BMNQZP86	STMM	25FS
SPI	SPIRE HEALTHCARE GROUP PLC	GBX	LSE	ORD 1P	GB00BNLPYF73	STMM	25FS
CHOO	JIMMY CHOO PLC	GBX	LSE	ORD 100P	GB00BQPW6Y82	STMM	25FS
EDIN	EDINBURGH INV TST PLC	GBX	LSE	ORD 25P	GB0003052338	STMM	25FS
ELTA	ELECTRA PRIVATE EQUITY PLC	GBX	LSE	ORD 25P	GB0003085445	STMM	25FS
DTY	DIGNITY PLC	GBX	LSE	ORD 12 48/143P	GB00BRB37M78	STMM	25FS
BHMG	BH MACRO LD	GBX	LSE	ORD NPV (GBP)	GG00B1NP5142	STMM	25FS
JMG	JPMORGAN EMERGING MKTS INV TRST PLC	GBX	LSE	ORD 25P	GB0003418950	STMM	25FS
FRCL	FOREIGN & COL INV TST PLC	GBX	LSE	ORD 25P	GB0003466074	STMM	25FS
ATST	ALLIANCE TRUST PLC	GBX	LSE	ORD 2.5P	GB00B11V7W98	STMM	25FS
SVS	SAVILLS PLC	GBX	LSE	ORD 2.5P	GB00B135BJ46	STMM	25FS
RSE	RIVERSTONE ENERGY LIMITED	GBX	LSE	ORD NPV	GG00BBHXCL35	STMM	25FS
KLR	KELLER GROUP PLC	GBX	LSE	ORD 10P	GB0004866223	STMM	25FS
KIE	KIER GROUP PLC	GBX	LSE	ORD 1P	GB0004915632	STMM	25FS
JLT	JARDINE LLOYD THOMPSON GROUP PLC	GBX	LSE	ORD 5P	GB0005203376	STMM	25FS
PZC	PZ CUSSONS PLC	GBX	LSE	ORD 1P	GB00B19Z1432	STMM	25FS
UKCM	UK COMMERCIAL PROPERTY TRUST LD	GBX	LSE	ORD 25P	GB00B19Z2J52	STMM	25FS
UDG	UDG HEALTHCARE PLC	GBX	LSE	ORD EUR0.05	IE0033024807	STMM	25FS
GFTU	GRAFTON GROUP PLC	GBX	LSE	UT (1 ORD, 1 C ORD & 17 A ORD)	IE00B00MZ448	STMM	25FS
MLC	MILLENNIUM & COPTHORNE HOTELS PLC	GBX	LSE	ORD 30P	GB0005622542	STMM	25FS
MRC	MERCANTILE INVESTMENT TST (THE) PLC	GBX	LSE	ORD 25P	GB0005794036	STMM	25FS
MYI	MURRAY INTERNATIONAL TRUST PLC	GBX	LSE	ORD 25P	GB0006111909	STMM	25FS
TLPR	TULLETT PREBON PLC	GBX	LSE	ORD 25P	GB00B1H0DZ51	STMM	25FS
PLI	PERPETUAL INCOME&GROWTH INV TST PLC	GBX	LSE	ORD 10P	GB0006798424	STMM	25FS
ERM	EUROMONEY INSTITUTIONAL INVEST.PLC	GBX	LSE	ORD 0.25P	GB0006886666	STMM	25FS
UTG	UNITE GROUP PLC	GBX	LSE	ORD 25P	GB0006928617	STMM	25FS
MARS	MARSTON'S PLC	GBX	LSE	ORD 7.375P	GB00B1JQDM80	STMM	25FS
RNK	RANK GROUP PLC	GBX	LSE	ORD 13 8/9P	GB00B1L5QH97	STMM	25FS
ETI	ENTERPRISE INNS PLC	GBX	LSE	ORD 2.5P	GB00B1L8B624	STMM	25FS
NMC	NMC HEALTH PLC	GBX	LSE	ORD 10P	GB00B7FC0762	STMM	25FS
WPCT	WOODFORD PATIENT CAPITAL TRUST PLC	GBX	LSE	ORD 1P	GB00BVG1CF25	STMM	25FS
NCC	NCC GROUP PLC	GBX	LSE	ORD 1P	GB00B01QGK86	STMM	25FS
VEC	VECTURA GROUP PLC	GBX	LSE	ORD 0.025P	GB00B01D1K48	STMM	25FS
IPO	IP GROUP PLC	GBX	LSE	ORD 2P	GB00B128J450	STMM	25FS
JAM	JPMORGAN AMERICAN IT PLC	GBX	LSE	ORD 5P	GB00BKZGVH64	STMM	25FS
LRD	LAIRD PLC	GBX	LSE	ORD 28.125P	GB00B1VNST91	STMM	25FS
CIR	CIRCASSIA PHARMACEUTICALS PLC	GBX	LSE	ORD 0.08P	GB00BJVD3B28	STMM	25FS
FDSA	FIDESSA GROUP PLC	GBX	LSE	ORD 10P	GB0007590234	STMM	25FS
FGT	FINSBURY GROWTH & INCOME TRUST PLC	GBX	LSE	ORD 25P	GB0007816068	STMM	25FS
GFRD	GALLIFORD TRY PLC	GBX	LSE	ORD 50P	GB00B3Y2J508	STMM	25FS
P2P	P2P GLOBAL INVESTMENTS PLC	GBX	LSE	ORD GBP0.01	GB00BLP57Y95	STMM	25FS
IRV	INTERSERVE PLC	GBX	LSE	ORD 10P	GB0001528156	STMM	25FS
GSS	GENESIS EMERGING MARKETS FUND LD	GBX	LSE	PTG NPV	GG00B4L0PD47	STMM	25FS
BTEM	BRITISH EMPIRE TRUST PLC	GBX	LSE	ORD 10P	GB0001335081	STMM	25FS
BYG	BIG YELLOW GROUP PLC	GBX	LSE	ORD 10P	GB0002869419	STMM	25FS
IBST	IBSTOCK PLC	GBX	LSE	ORD 1P	GB00BYXJC278	STMM	25FS
VM.	VIRGIN MONEY HOLDINGS (UK) PLC	GBX	LSE	ORD 0.01P	GB00BQ8P0644	STMM	25FS
WWH	WORLDWIDE HEALTHCARE TRUST PLC	GBX	LSE	ORD 25P	GB0003385308	STMM	25FS
ETO	ENTERTAINMENT ONE LD	GBX	LSE	COMM SHS NPV	CA29382B1022	STMM	25FS
BBOX	TRITAX BIG BOX REIT PLC	GBX	LSE	ORD 1P	GB00BG49KP99	STMM	25FS
JRG	JUST RETIREMENT GROUP PLC	GBX	LSE	ORD 10P	GB00BCRX1J15	STMM	25FS
WKP	WORKSPACE GROUP PLC	GBX	LSE	ORD GBP1	GB00B67G5X01	STMM	25FS
SHAW	SHAWBROOK GROUP PLC	GBX	LSE	ORD 1P	GB00BWDPMF43	STMM	25FS
NTG	NORTHGATE PLC	GBX	LSE	ORD 50P	GB00B41H7391	STMM	25FS
OSB	ONESAVINGS BANK PLC	GBX	LSE	ORD 1P	GB00BM7S7K96	STMM	25FS
WIZZ	WIZZ AIR HOLDINGS PLC.	GBX	LSE	ORD GBP0.0001	JE00BN574F90	STMM	25FS
MGAM	MORGAN ADVANCED MATERIALS PLC	GBX	LSE	ORD 25P	GB0006027295	STMM	25FS
CINE	CINEWORLD GROUP PLC	GBX	LSE	ORD 1P	GB00B15FWH70	STMM	25FS
GRI	GRAINGER PLC	GBX	LSE	ORD 5P	GB00B04V1276	STMM	25FS
HICL	HICL INFRASTRUCTURE COMPANY LD	GBX	LSE	ORD 0.01P	GB00B0T4LH64	STMM	25FS
