Symbol	Frequency	FactorList	Factor	Value	UpdateDate
UVXY	M	FF8a	idioStd	0.245570700308051	2016-03-12
VGK	M	FF8a	idioStd	0.025507083941232	2016-03-12
VXX	M	FF8a	idioStd	0.0988100199390285	2016-03-12
XIV	M	FF8a	idioStd	0.0875211110456734	2016-03-12
XLB	M	FF8a	idioStd	0.0349469533730768	2016-03-12
XLE	M	FF8a	idioStd	0.0447640135952994	2016-03-12
XLF	M	FF8a	idioStd	0.0258874006018224	2016-03-12
XLI	M	FF8a	idioStd	0.0220023236113347	2016-03-12
XLK	M	FF8a	idioStd	0.0251340842109726	2016-03-12
XLP	M	FF8a	idioStd	0.0239316861569857	2016-03-12
XLU	M	FF8a	idioStd	0.0331302819923103	2016-03-12
XLV	M	FF8a	idioStd	0.0237915113339653	2016-03-12
XLY	M	FF8a	idioStd	0.0253128916590771	2016-03-12
ZSL	M	FF8a	idioStd	0.171795896090025	2016-03-12
AGNC	M	FF8a	idioStd	0.0622756591131101	2016-03-12
SJP3.L	M	FF8a	idioStd	0.086500054692815	2016-03-12
CROC	M	FF8a	idioStd	0.0565213159868981	2016-03-12
KORS	M	FF8a	idioStd	0.0944599277285062	2016-03-12
PCLN	M	FF8a	idioStd	0.172050253043128	2016-03-12
EWW	M	FF8a	idioStd	0.0494262282727507	2016-03-12
EZA	M	FF8a	idioStd	0.0523341054134858	2016-03-12
DXJ	M	FF8a	idioStd	0.0368781404135974	2016-03-12
UWTI	M	FF8a	idioStd	0.224036320850244	2016-03-12
USD/ARS	M	FF8a	idioStd	0.12761659045176	2016-03-12
AUD/USD	M	FF8a	idioStd	0.0285836859054373	2016-03-12
USD/BRL	M	FF8a	idioStd	0.0605779714282597	2016-03-12
USD/CAD	M	FF8a	idioStd	0.0194321424131463	2016-03-12
USD/CHF	M	FF8a	idioStd	0.0312218224755506	2016-03-12
USD/CLP	M	FF8a	idioStd	0.0202599728439188	2016-03-12
USD/CNY	M	FF8a	idioStd	0.0292487317904728	2016-03-12
USD/COP	M	FF8a	idioStd	0.035143489091879	2016-03-12
USD/DKK	M	FF8a	idioStd	0.0288793634635186	2016-03-12
EUR/USD	M	FF8a	idioStd	0.0270195639957308	2016-03-12
GBP/USD	M	FF8a	idioStd	0.025854580621566	2016-03-12
USD/HKD	M	FF8a	idioStd	0.00229818064586377	2016-03-12
USD/IDR	M	FF8a	idioStd	0.138876519648981	2016-03-12
USD/INR	M	FF8a	idioStd	0.0228287590576066	2016-03-12
USD/JPY	M	FF8a	idioStd	0.0290042861246707	2016-03-12
USD/KRW	M	FF8a	idioStd	0.0382029920700307	2016-03-12
USD/LKR	M	FF8a	idioStd	0.0125647349044165	2016-03-12
USD/MXN	M	FF8a	idioStd	0.0390516194963236	2016-03-12
USD/MYR	M	FF8a	idioStd	0.0214704515250304	2016-03-12
USD/NOK	M	FF8a	idioStd	0.0306805944584772	2016-03-12
USD/NPR	M	FF8a	idioStd	0.022815252416278	2016-03-12
NZD/USD	M	FF8a	idioStd	0.0301834030708746	2016-03-12
USD/PEN	M	FF8a	idioStd	0.176967430903487	2016-03-12
USD/PHP	M	FF8a	idioStd	0.0282776006461377	2016-03-12
USD/PKR	M	FF8a	idioStd	0.0221768899515414	2016-03-12
USD/PLN	M	FF8a	idioStd	0.0394147364303925	2016-03-12
USD/RUB	M	FF8a	idioStd	6.86817283991963	2016-03-12
USD/SEK	M	FF8a	idioStd	0.0316955445346346	2016-03-12
USD/SGD	M	FF8a	idioStd	0.0152367301835341	2016-03-12
USD/THB	M	FF8a	idioStd	0.0298499535619132	2016-03-12
USD/TRY	M	FF8a	idioStd	0.150607374528429	2016-03-12
USD/TWD	M	FF8a	idioStd	0.0142491103882285	2016-03-12
USD/VEF	M	FF8a	idioStd	0.0992812641059089	2016-03-12
USD/VND	M	FF8a	idioStd	0.0325319819854597	2016-03-12
USD/ZAR	M	FF8a	idioStd	0.0376942662209035	2016-03-12
^DJR	M	FF8a	df	8.97227529207588	2016-03-12
^GSPC	M	FF8a	df	6.59635826188889	2016-03-12
^RUO	M	FF8a	df	25.1152494815865	2016-03-12
^RUT	M	FF8a	df	5.30667412022857	2016-03-12
^VIX	M	FF8a	df	Inf	2016-03-12
^VXO	M	FF8a	df	5.39707264089869	2016-03-12
AGQ	M	FF8a	df	21.931147958186	2016-03-12
EEM	M	FF8a	df	169.385488430901	2016-03-12
EFA	M	FF8a	df	15.0829984885193	2016-03-12
ERX	M	FF8a	df	10.7928418900119	2016-03-12
ERY	M	FF8a	df	6.25551943659709	2016-03-12
EUO	M	FF8a	df	Inf	2016-03-12
EWI	M	FF8a	df	20.7256863275392	2016-03-12
EWJ	M	FF8a	df	9.64085583559789	2016-03-12
EWP	M	FF8a	df	8.78531716106613	2016-03-12
EWU	M	FF8a	df	7.83100998071684	2016-03-12
FAS	M	FF8a	df	12.343248530372	2016-03-12
FAZ	M	FF8a	df	5.62659177302874	2016-03-12
FEZ	M	FF8a	df	12.164799786998	2016-03-12
GLD	M	FF8a	df	Inf	2016-03-12
GSG	M	FF8a	df	13.7084844446522	2016-03-12
HEDJ	M	FF8a	df	6.96607807830433	2016-03-12
IEF	M	FF8a	df	7.2425068083836	2016-03-12
IEI	M	FF8a	df	57.2472700905849	2016-03-12
IWD	M	FF8a	df	9.51994609576112	2016-03-12
IWF	M	FF8a	df	11.3869092453603	2016-03-12
IWM	M	FF8a	df	4.97997128508938	2016-03-12
IWN	M	FF8a	df	11.493021800607	2016-03-12
IWO	M	FF8a	df	7.98074765418739	2016-03-12
JNK	M	FF8a	df	4.93864466473486	2016-03-12
MCHI	M	FF8a	df	Inf	2016-03-12
NORW	M	FF8a	df	Inf	2016-03-12
RWR	M	FF8a	df	10.4508728055357	2016-03-12
SDS	M	FF8a	df	4.51984621636666	2016-03-12
SLV	M	FF8a	df	31.1757242378111	2016-03-12
SPY	M	FF8a	df	5.95074217342603	2016-03-12
SVXY	M	FF8a	df	10.1447372023211	2016-03-12
TBT	M	FF8a	df	6.10027223703011	2016-03-12
TLT	M	FF8a	df	5.06367205934587	2016-03-12
TNA	M	FF8a	df	5.37698245676287	2016-03-12
TVIX	M	FF8a	df	4.23333608954972	2016-03-12
TZA	M	FF8a	df	4.77734416680974	2016-03-12
UNG	M	FF8a	df	55.3901150985074	2016-03-12
USO	M	FF8a	df	16.457555334389	2016-03-12
UVXY	M	FF8a	df	4.22916064261197	2016-03-12
VGK	M	FF8a	df	Inf	2016-03-12
VXX	M	FF8a	df	4.50062149008132	2016-03-12
XIV	M	FF8a	df	10.0449396055206	2016-03-12
XLB	M	FF8a	df	6.03350340611484	2016-03-12
XLE	M	FF8a	df	12.6121307118579	2016-03-12
XLF	M	FF8a	df	9.84122627461656	2016-03-12
XLI	M	FF8a	df	7.53923010587067	2016-03-12
XLK	M	FF8a	df	12.3078172148959	2016-03-12
XLP	M	FF8a	df	8.51041910578867	2016-03-12
XLU	M	FF8a	df	10.8624630239405	2016-03-12
XLV	M	FF8a	df	15.6725127742523	2016-03-12
XLY	M	FF8a	df	7.53695220555382	2016-03-12
ZSL	M	FF8a	df	22.5214472872833	2016-03-12
AGNC	M	FF8a	df	5.25588212627565	2016-03-12
SJP3.L	M	FF8a	df	9.07941907150702	2016-03-12
CROC	M	FF8a	df	10.6481603280365	2016-03-12
KORS	M	FF8a	df	6.18154078343654	2016-03-12
PCLN	M	FF8a	df	7.5433801415695	2016-03-12
EWW	M	FF8a	df	12.315106386595	2016-03-12
EZA	M	FF8a	df	Inf	2016-03-12
DXJ	M	FF8a	df	27.4427837114794	2016-03-12
UWTI	M	FF8a	df	8.49971648390861	2016-03-12
USD/ARS	M	FF8a	df	4.02881825706296	2016-03-12
AUD/USD	M	FF8a	df	26.5701425334478	2016-03-12
USD/BRL	M	FF8a	df	4.09437580083326	2016-03-12
USD/CAD	M	FF8a	df	6.41100185112138	2016-03-12
USD/CHF	M	FF8a	df	11.0238157907057	2016-03-12
USD/CLP	M	FF8a	df	4.26427614403167	2016-03-12
USD/CNY	M	FF8a	df	4.02318779776349	2016-03-12
USD/COP	M	FF8a	df	4.27291341746723	2016-03-12
USD/DKK	M	FF8a	df	19.9923811468518	2016-03-12
EUR/USD	M	FF8a	df	Inf	2016-03-12
GBP/USD	M	FF8a	df	6.46325318074786	2016-03-12
USD/HKD	M	FF8a	df	16.3649682128029	2016-03-12
USD/IDR	M	FF8a	df	4.02155273619801	2016-03-12
USD/INR	M	FF8a	df	4.23046703382808	2016-03-12
USD/JPY	M	FF8a	df	6.43549032635434	2016-03-12
USD/KRW	M	FF8a	df	4.10810931959407	2016-03-12
USD/LKR	M	FF8a	df	4.78335110408895	2016-03-12
USD/MXN	M	FF8a	df	4.09225865370307	2016-03-12
USD/MYR	M	FF8a	df	4.61143571023709	2016-03-12
USD/NOK	M	FF8a	df	19.0864058519542	2016-03-12
USD/NPR	M	FF8a	df	4.11694805427489	2016-03-12
NZD/USD	M	FF8a	df	12.129051539035	2016-03-12
USD/PEN	M	FF8a	df	4.02537507046273	2016-03-12
USD/PHP	M	FF8a	df	4.06079844854165	2016-03-12
USD/PKR	M	FF8a	df	4.28135644286174	2016-03-12
USD/PLN	M	FF8a	df	4.16982360739499	2016-03-12
USD/RUB	M	FF8a	df	4.0229468599671	2016-03-12
USD/SEK	M	FF8a	df	6.21164595917339	2016-03-12
USD/SGD	M	FF8a	df	6.39362507309126	2016-03-12
USD/THB	M	FF8a	df	4.18188888334384	2016-03-12
USD/TRY	M	FF8a	df	4.11680595756062	2016-03-12
USD/TWD	M	FF8a	df	5.60443314120108	2016-03-12
USD/VEF	M	FF8a	df	4.12396375303354	2016-03-12
USD/VND	M	FF8a	df	4.0311971710682	2016-03-12
USD/ZAR	M	FF8a	df	6.9458733778126	2016-03-12
^DJR	M	FF8a	ncp	0	2016-03-12
^GSPC	M	FF8a	ncp	0	2016-03-12
^RUO	M	FF8a	ncp	0	2016-03-12
^RUT	M	FF8a	ncp	0	2016-03-12
^VIX	M	FF8a	ncp	0	2016-03-12
^VXO	M	FF8a	ncp	0	2016-03-12
AGQ	M	FF8a	ncp	0	2016-03-12
EEM	M	FF8a	ncp	0	2016-03-12
EFA	M	FF8a	ncp	0	2016-03-12
ERX	M	FF8a	ncp	0	2016-03-12
ERY	M	FF8a	ncp	0	2016-03-12
EUO	M	FF8a	ncp	0	2016-03-12
EWI	M	FF8a	ncp	0	2016-03-12
EWJ	M	FF8a	ncp	0	2016-03-12
EWP	M	FF8a	ncp	0	2016-03-12
EWU	M	FF8a	ncp	0	2016-03-12
FAS	M	FF8a	ncp	0	2016-03-12
FAZ	M	FF8a	ncp	0	2016-03-12
FEZ	M	FF8a	ncp	0	2016-03-12
GLD	M	FF8a	ncp	0	2016-03-12
GSG	M	FF8a	ncp	0	2016-03-12
HEDJ	M	FF8a	ncp	0	2016-03-12
IEF	M	FF8a	ncp	0	2016-03-12
IEI	M	FF8a	ncp	0	2016-03-12
IWD	M	FF8a	ncp	0	2016-03-12
IWF	M	FF8a	ncp	0	2016-03-12
IWM	M	FF8a	ncp	0	2016-03-12
IWN	M	FF8a	ncp	0	2016-03-12
IWO	M	FF8a	ncp	0	2016-03-12
JNK	M	FF8a	ncp	0	2016-03-12
MCHI	M	FF8a	ncp	0	2016-03-12
NORW	M	FF8a	ncp	0	2016-03-12
RWR	M	FF8a	ncp	0	2016-03-12
SDS	M	FF8a	ncp	0	2016-03-12
SLV	M	FF8a	ncp	0	2016-03-12
SPY	M	FF8a	ncp	0	2016-03-12
SVXY	M	FF8a	ncp	0	2016-03-12
TBT	M	FF8a	ncp	0	2016-03-12
TLT	M	FF8a	ncp	0	2016-03-12
TNA	M	FF8a	ncp	0	2016-03-12
TVIX	M	FF8a	ncp	0	2016-03-12
TZA	M	FF8a	ncp	0	2016-03-12
UNG	M	FF8a	ncp	0	2016-03-12
USO	M	FF8a	ncp	0	2016-03-12
UVXY	M	FF8a	ncp	0	2016-03-12
VGK	M	FF8a	ncp	0	2016-03-12
VXX	M	FF8a	ncp	0	2016-03-12
XIV	M	FF8a	ncp	0	2016-03-12
XLB	M	FF8a	ncp	0	2016-03-12
XLE	M	FF8a	ncp	0	2016-03-12
XLF	M	FF8a	ncp	0	2016-03-12
XLI	M	FF8a	ncp	0	2016-03-12
XLK	M	FF8a	ncp	0	2016-03-12
XLP	M	FF8a	ncp	0	2016-03-12
XLU	M	FF8a	ncp	0	2016-03-12
XLV	M	FF8a	ncp	0	2016-03-12
XLY	M	FF8a	ncp	0	2016-03-12
ZSL	M	FF8a	ncp	0	2016-03-12
AGNC	M	FF8a	ncp	0	2016-03-12
SJP3.L	M	FF8a	ncp	0	2016-03-12
CROC	M	FF8a	ncp	0	2016-03-12
KORS	M	FF8a	ncp	0	2016-03-12
PCLN	M	FF8a	ncp	0	2016-03-12
EWW	M	FF8a	ncp	0	2016-03-12
EZA	M	FF8a	ncp	0	2016-03-12
DXJ	M	FF8a	ncp	0	2016-03-12
UWTI	M	FF8a	ncp	0	2016-03-12
USD/ARS	M	FF8a	ncp	0	2016-03-12
AUD/USD	M	FF8a	ncp	0	2016-03-12
USD/BRL	M	FF8a	ncp	0	2016-03-12
USD/CAD	M	FF8a	ncp	0	2016-03-12
USD/CHF	M	FF8a	ncp	0	2016-03-12
USD/CLP	M	FF8a	ncp	0	2016-03-12
USD/CNY	M	FF8a	ncp	0	2016-03-12
USD/COP	M	FF8a	ncp	0	2016-03-12
USD/DKK	M	FF8a	ncp	0	2016-03-12
EUR/USD	M	FF8a	ncp	0	2016-03-12
GBP/USD	M	FF8a	ncp	0	2016-03-12
USD/HKD	M	FF8a	ncp	0	2016-03-12
USD/IDR	M	FF8a	ncp	0	2016-03-12
USD/INR	M	FF8a	ncp	0	2016-03-12
USD/JPY	M	FF8a	ncp	0	2016-03-12
USD/KRW	M	FF8a	ncp	0	2016-03-12
USD/LKR	M	FF8a	ncp	0	2016-03-12
USD/MXN	M	FF8a	ncp	0	2016-03-12
USD/MYR	M	FF8a	ncp	0	2016-03-12
USD/NOK	M	FF8a	ncp	0	2016-03-12
USD/NPR	M	FF8a	ncp	0	2016-03-12
NZD/USD	M	FF8a	ncp	0	2016-03-12
USD/PEN	M	FF8a	ncp	0	2016-03-12
USD/PHP	M	FF8a	ncp	0	2016-03-12
USD/PKR	M	FF8a	ncp	0	2016-03-12
USD/PLN	M	FF8a	ncp	0	2016-03-12
USD/RUB	M	FF8a	ncp	0	2016-03-12
USD/SEK	M	FF8a	ncp	0	2016-03-12
USD/SGD	M	FF8a	ncp	0	2016-03-12
USD/THB	M	FF8a	ncp	0	2016-03-12
USD/TRY	M	FF8a	ncp	0	2016-03-12
USD/TWD	M	FF8a	ncp	0	2016-03-12
USD/VEF	M	FF8a	ncp	0	2016-03-12
USD/VND	M	FF8a	ncp	0	2016-03-12
USD/ZAR	M	FF8a	ncp	0	2016-03-12
^DJR	M	FF8a	Scale	0.0358823366685312	2016-03-12
^GSPC	M	FF8a	Scale	0.0028142259710342	2016-03-12
^RUO	M	FF8a	Scale	0.00659779573206327	2016-03-12
^RUT	M	FF8a	Scale	0.00658333429502698	2016-03-12
^VIX	M	FF8a	Scale	0.00191048538614057	2016-03-12
^VXO	M	FF8a	Scale	0.0452817957598309	2016-03-12
AGQ	M	FF8a	Scale	0.18101926678652	2016-03-12
EEM	M	FF8a	Scale	0.0375434175155806	2016-03-12
EFA	M	FF8a	Scale	0.0215608962014144	2016-03-12
ERX	M	FF8a	Scale	0.122086336433541	2016-03-12
ERY	M	FF8a	Scale	0.115373745553092	2016-03-12
EUO	M	FF8a	Scale	0.052717151599266	2016-03-12
EWI	M	FF8a	Scale	0.0460150031048969	2016-03-12
EWJ	M	FF8a	Scale	0.0393401159150912	2016-03-12
EWP	M	FF8a	Scale	0.0427460274653236	2016-03-12
EWU	M	FF8a	Scale	0.0230050213108711	2016-03-12
FAS	M	FF8a	Scale	0.0688406789088476	2016-03-12
FAZ	M	FF8a	Scale	0.0764649752563927	2016-03-12
FEZ	M	FF8a	Scale	0.0293417600370141	2016-03-12
GLD	M	FF8a	Scale	0.0506277052001209	2016-03-12
GSG	M	FF8a	Scale	0.0502802476483498	2016-03-12
HEDJ	M	FF8a	Scale	0.0220153868117484	2016-03-12
IEF	M	FF8a	Scale	0.00247364849084394	2016-03-12
IEI	M	FF8a	Scale	0.00448868518875643	2016-03-12
IWD	M	FF8a	Scale	0.0066029574715634	2016-03-12
IWF	M	FF8a	Scale	0.006753971659171	2016-03-12
IWM	M	FF8a	Scale	0.00640014763513187	2016-03-12
IWN	M	FF8a	Scale	0.00893306535848074	2016-03-12
IWO	M	FF8a	Scale	0.00840396805002912	2016-03-12
JNK	M	FF8a	Scale	0.015821957113311	2016-03-12
MCHI	M	FF8a	Scale	0.0418989903240167	2016-03-12
NORW	M	FF8a	Scale	0.0362598492985362	2016-03-12
RWR	M	FF8a	Scale	0.0382115406862953	2016-03-12
SDS	M	FF8a	Scale	0.0107815396582854	2016-03-12
SLV	M	FF8a	Scale	0.0897265414026537	2016-03-12
SPY	M	FF8a	Scale	0.00329603880195494	2016-03-12
SVXY	M	FF8a	Scale	0.0776018989642289	2016-03-12
TBT	M	FF8a	Scale	0.0222591294697962	2016-03-12
TLT	M	FF8a	Scale	0.0105796036618842	2016-03-12
TNA	M	FF8a	Scale	0.0238410845738396	2016-03-12
TVIX	M	FF8a	Scale	0.180496493855816	2016-03-12
TZA	M	FF8a	Scale	0.0312474691275006	2016-03-12
UNG	M	FF8a	Scale	0.0933119309406357	2016-03-12
USO	M	FF8a	Scale	0.0713627272804643	2016-03-12
UVXY	M	FF8a	Scale	0.178287190423503	2016-03-12
VGK	M	FF8a	Scale	0.025507083941232	2016-03-12
VXX	M	FF8a	Scale	0.0736527084197076	2016-03-12
XIV	M	FF8a	Scale	0.0783250266505936	2016-03-12
XLB	M	FF8a	Scale	0.028573652151287	2016-03-12
XLE	M	FF8a	Scale	0.0410616203005939	2016-03-12
XLF	M	FF8a	Scale	0.0231076525548325	2016-03-12
XLI	M	FF8a	Scale	0.0188594816471552	2016-03-12
XLK	M	FF8a	Scale	0.0230014863692629	2016-03-12
XLP	M	FF8a	Scale	0.0209315938068428	2016-03-12
XLU	M	FF8a	Scale	0.0299252780961926	2016-03-12
XLV	M	FF8a	Scale	0.0222216797145181	2016-03-12
XLY	M	FF8a	Scale	0.0216959797611266	2016-03-12
ZSL	M	FF8a	Scale	0.163990477441816	2016-03-12
AGNC	M	FF8a	Scale	0.0490150964037482	2016-03-12
SJP3.L	M	FF8a	Scale	0.0763811445433558	2016-03-12
CROC	M	FF8a	Scale	0.0509374078442989	2016-03-12
KORS	M	FF8a	Scale	0.0776904090311258	2016-03-12
PCLN	M	FF8a	Scale	0.147489006260393	2016-03-12
EWW	M	FF8a	Scale	0.0452350674670999	2016-03-12
EZA	M	FF8a	Scale	0.0523341054134858	2016-03-12
DXJ	M	FF8a	Scale	0.0355089021517766	2016-03-12
UWTI	M	FF8a	Scale	0.195913073902133	2016-03-12
USD/ARS	M	FF8a	Scale	0.0905607209559336	2016-03-12
AUD/USD	M	FF8a	Scale	0.0274868597690983	2016-03-12
USD/BRL	M	FF8a	Scale	0.0433259586410775	2016-03-12
USD/CAD	M	FF8a	Scale	0.0161185642057009	2016-03-12
USD/CHF	M	FF8a	Scale	0.0282479793369332	2016-03-12
USD/CLP	M	FF8a	Scale	0.0147632132820513	2016-03-12
USD/CNY	M	FF8a	Scale	0.0207414916431948	2016-03-12
USD/COP	M	FF8a	Scale	0.0256315149816063	2016-03-12
USD/DKK	M	FF8a	Scale	0.0273967897253525	2016-03-12
EUR/USD	M	FF8a	Scale	0.0270195639957308	2016-03-12
GBP/USD	M	FF8a	Scale	0.0214851146190852	2016-03-12
USD/HKD	M	FF8a	Scale	0.00215317294669925	2016-03-12
USD/IDR	M	FF8a	Scale	0.0984633205628079	2016-03-12
USD/INR	M	FF8a	Scale	0.0165762409614473	2016-03-12
USD/JPY	M	FF8a	Scale	0.0240792068796801	2016-03-12
USD/KRW	M	FF8a	Scale	0.0273667324563798	2016-03-12
USD/LKR	M	FF8a	Scale	0.0095845382963108	2016-03-12
USD/MXN	M	FF8a	Scale	0.0279232006826126	2016-03-12
USD/MYR	M	FF8a	Scale	0.016157076002709	2016-03-12
USD/NOK	M	FF8a	Scale	0.0290286642226874	2016-03-12
USD/NPR	M	FF8a	Scale	0.0163603535647036	2016-03-12
NZD/USD	M	FF8a	Scale	0.0275828522492775	2016-03-12
USD/PEN	M	FF8a	Scale	0.125528662038522	2016-03-12
USD/PHP	M	FF8a	Scale	0.0201444121735747	2016-03-12
USD/PKR	M	FF8a	Scale	0.0161884966944836	2016-03-12
USD/PLN	M	FF8a	Scale	0.0284323004550519	2016-03-12
USD/RUB	M	FF8a	Scale	4.87036270500343	2016-03-12
USD/SEK	M	FF8a	Scale	0.0260988155604162	2016-03-12
USD/SGD	M	FF8a	Scale	0.012630766055899	2016-03-12
USD/THB	M	FF8a	Scale	0.0215612398177872	2016-03-12
USD/TRY	M	FF8a	Scale	0.107995724823868	2016-03-12
USD/TWD	M	FF8a	Scale	0.0114272148209066	2016-03-12
USD/VEF	M	FF8a	Scale	0.071249763798375	2016-03-12
USD/VND	M	FF8a	Scale	0.0230924251363871	2016-03-12
USD/ZAR	M	FF8a	Scale	0.0318077800287747	2016-03-12
EUO_te	M	FF8a	MKT	-0.0905627414800929	2016-03-12
CROC_te	M	FF8a	MKT	-0.0312757174039865	2016-03-12
SJP3.L_te	M	FF8a	MKT	-0.0253315152216027	2016-03-12
SDS_te	M	FF8a	MKT	-0.0362724017306758	2016-03-12
SPY_te	M	FF8a	MKT	-0.014988652854479	2016-03-12
TNA_te	M	FF8a	MKT	0.102800098121033	2016-03-12
TZA_te	M	FF8a	MKT	-0.0538724737478385	2016-03-12
AGQ_te	M	FF8a	MKT	-0.0240602134329001	2016-03-12
ZSL_te	M	FF8a	MKT	0.00557843152274807	2016-03-12
SVXY_te	M	FF8a	MKT	-0.105500244813565	2016-03-12
TVIX_te	M	FF8a	MKT	0.21382763146538	2016-03-12
UVXY_te	M	FF8a	MKT	-0.0969032635610938	2016-03-12
XIV_te	M	FF8a	MKT	-0.108578285580351	2016-03-12
ERX_te	M	FF8a	MKT	0.0141001977340281	2016-03-12
ERY_te	M	FF8a	MKT	0.0508332528567625	2016-03-12
FAS_te	M	FF8a	MKT	0.313770017676972	2016-03-12
FAZ_te	M	FF8a	MKT	-0.0640414561327076	2016-03-12
UWTI_te	M	FF8a	MKT	-0.106588460970807	2016-03-12
EUO_te	M	FF8a	TERM	-0.105069659917968	2016-03-12
CROC_te	M	FF8a	TERM	-0.176969859166556	2016-03-12
SJP3.L_te	M	FF8a	TERM	-0.0464277876217212	2016-03-12
SDS_te	M	FF8a	TERM	0.0201270776478799	2016-03-12
SPY_te	M	FF8a	TERM	0.0156529109022164	2016-03-12
TNA_te	M	FF8a	TERM	-0.275041511130168	2016-03-12
TZA_te	M	FF8a	TERM	0.126769589826723	2016-03-12
AGQ_te	M	FF8a	TERM	-0.100771507496387	2016-03-12
ZSL_te	M	FF8a	TERM	-0.186509533362735	2016-03-12
SVXY_te	M	FF8a	TERM	-0.147256457933797	2016-03-12
TVIX_te	M	FF8a	TERM	-0.135894788298677	2016-03-12
UVXY_te	M	FF8a	TERM	-0.242925999261538	2016-03-12
XIV_te	M	FF8a	TERM	-0.210196404854099	2016-03-12
ERX_te	M	FF8a	TERM	-0.076755196685822	2016-03-12
ERY_te	M	FF8a	TERM	-0.0495998178514745	2016-03-12
FAS_te	M	FF8a	TERM	0.0200437559938106	2016-03-12
FAZ_te	M	FF8a	TERM	-0.270762925500506	2016-03-12
UWTI_te	M	FF8a	TERM	0.000711434742001431	2016-03-12
EUO_te	M	FF8a	SMB	0.073169701251593	2016-03-12
CROC_te	M	FF8a	SMB	-0.0889052935721845	2016-03-12
SJP3.L_te	M	FF8a	SMB	-0.0451022915503143	2016-03-12
SDS_te	M	FF8a	SMB	-0.0094724727201811	2016-03-12
SPY_te	M	FF8a	SMB	0.00748194500559594	2016-03-12
TNA_te	M	FF8a	SMB	0.0531287751310839	2016-03-12
TZA_te	M	FF8a	SMB	-0.0783329422839671	2016-03-12
AGQ_te	M	FF8a	SMB	0.00978178356708252	2016-03-12
ZSL_te	M	FF8a	SMB	0.0493508431887472	2016-03-12
SVXY_te	M	FF8a	SMB	-0.067587689041414	2016-03-12
TVIX_te	M	FF8a	SMB	-0.148114822557779	2016-03-12
UVXY_te	M	FF8a	SMB	-0.108202598658756	2016-03-12
XIV_te	M	FF8a	SMB	-0.0477582612866454	2016-03-12
ERX_te	M	FF8a	SMB	-0.0706778018080676	2016-03-12
ERY_te	M	FF8a	SMB	-0.0139297692186373	2016-03-12
FAS_te	M	FF8a	SMB	0.105443778378373	2016-03-12
FAZ_te	M	FF8a	SMB	-0.221745530689912	2016-03-12
UWTI_te	M	FF8a	SMB	0.0438019079847244	2016-03-12
EUO_te	M	FF8a	HML	0.148068917556394	2016-03-12
CROC_te	M	FF8a	HML	-0.126954172399928	2016-03-12
SJP3.L_te	M	FF8a	HML	0.0383041071495601	2016-03-12
SDS_te	M	FF8a	HML	0.0164768749183934	2016-03-12
SPY_te	M	FF8a	HML	-0.00700968000157459	2016-03-12
TNA_te	M	FF8a	HML	0.0340388255630843	2016-03-12
TZA_te	M	FF8a	HML	0.0550789362080348	2016-03-12
AGQ_te	M	FF8a	HML	0.0053862250414847	2016-03-12
ZSL_te	M	FF8a	HML	0.0854997047710494	2016-03-12
SVXY_te	M	FF8a	HML	-0.211991615691435	2016-03-12
TVIX_te	M	FF8a	HML	0.185416053192942	2016-03-12
UVXY_te	M	FF8a	HML	-0.102176777257215	2016-03-12
XIV_te	M	FF8a	HML	-0.239162538375986	2016-03-12
ERX_te	M	FF8a	HML	0.153613181443602	2016-03-12
ERY_te	M	FF8a	HML	-0.0849327626555683	2016-03-12
FAS_te	M	FF8a	HML	0.17299921388997	2016-03-12
FAZ_te	M	FF8a	HML	0.363778948206323	2016-03-12
UWTI_te	M	FF8a	HML	0.0253780683542365	2016-03-12
EUO_te	M	FF8a	MOM	0.0699576370264863	2016-03-12
CROC_te	M	FF8a	MOM	0.108684898185845	2016-03-12
SJP3.L_te	M	FF8a	MOM	0.0378961469626042	2016-03-12
SDS_te	M	FF8a	MOM	0.0257239804805469	2016-03-12
SPY_te	M	FF8a	MOM	-0.013578246433344	2016-03-12
TNA_te	M	FF8a	MOM	0.0501061150286594	2016-03-12
TZA_te	M	FF8a	MOM	0.0331578218130945	2016-03-12
AGQ_te	M	FF8a	MOM	0.0342712900586462	2016-03-12
ZSL_te	M	FF8a	MOM	0.0783009955280538	2016-03-12
SVXY_te	M	FF8a	MOM	0.0595006960378677	2016-03-12
TVIX_te	M	FF8a	MOM	-0.244929448155367	2016-03-12
UVXY_te	M	FF8a	MOM	0.11410375455987	2016-03-12
XIV_te	M	FF8a	MOM	-0.0109701840841735	2016-03-12
ERX_te	M	FF8a	MOM	0.105988279266772	2016-03-12
ERY_te	M	FF8a	MOM	-0.0673490932798826	2016-03-12
FAS_te	M	FF8a	MOM	0.205260967434081	2016-03-12
FAZ_te	M	FF8a	MOM	0.0960777019333821	2016-03-12
UWTI_te	M	FF8a	MOM	-0.0197932535950072	2016-03-12
EUO_te	M	FF8a	STRev	-0.0257870685065175	2016-03-12
CROC_te	M	FF8a	STRev	-0.063515078814035	2016-03-12
SJP3.L_te	M	FF8a	STRev	-0.0346101020158738	2016-03-12
SDS_te	M	FF8a	STRev	0.0307174837652868	2016-03-12
SPY_te	M	FF8a	STRev	-0.0113599351800072	2016-03-12
TNA_te	M	FF8a	STRev	-0.052038259627468	2016-03-12
