Symbol	Frequency	FactorList	Factor	Value	UpdateDate
ERY	D	EqRisk	HML	-0.489024015046301	2016-03-12
EUO	D	EqRisk	HML	-0.166573659672257	2016-03-12
EWI	D	EqRisk	HML	0.123983404458749	2016-03-12
EWJ	D	EqRisk	HML	-0.155220491432259	2016-03-12
EWP	D	EqRisk	HML	0.186358418469667	2016-03-12
EWU	D	EqRisk	HML	0.0117789211947345	2016-03-12
FAS	D	EqRisk	HML	2.81502623886404	2016-03-12
FAZ	D	EqRisk	HML	-2.79407732249386	2016-03-12
FEZ	D	EqRisk	HML	0.049360988924439	2016-03-12
GLD	D	EqRisk	HML	-0.000377036302846049	2016-03-12
GSG	D	EqRisk	HML	0.14251251114203	2016-03-12
HEDJ	D	EqRisk	HML	-0.0336443263275311	2016-03-12
IEF	D	EqRisk	HML	-0.0151061696209046	2016-03-12
IEI	D	EqRisk	HML	-0.0054648575890699	2016-03-12
IWD	D	EqRisk	HML	0.264446476328364	2016-03-12
IWF	D	EqRisk	HML	-0.298369445804781	2016-03-12
IWM	D	EqRisk	HML	0.125448058695091	2016-03-12
IWN	D	EqRisk	HML	0.396508421669346	2016-03-12
IWO	D	EqRisk	HML	-0.191796065968928	2016-03-12
JNK	D	EqRisk	HML	0.0957553806571119	2016-03-12
MCHI	D	EqRisk	HML	-0.164865434574348	2016-03-12
NORW	D	EqRisk	HML	0.235524348132581	2016-03-12
RWR	D	EqRisk	HML	0.638887911149641	2016-03-12
SDS	D	EqRisk	HML	0.00498239092754094	2016-03-12
SLV	D	EqRisk	HML	-0.0448175054627264	2016-03-12
SPY	D	EqRisk	HML	-0.0331910978753997	2016-03-12
SVXY	D	EqRisk	HML	0.0995360715104284	2016-03-12
TBT	D	EqRisk	HML	0.0554540271167804	2016-03-12
TLT	D	EqRisk	HML	-0.0170872711047131	2016-03-12
TNA	D	EqRisk	HML	0.349222012359295	2016-03-12
TVIX	D	EqRisk	HML	-0.264926710104663	2016-03-12
TZA	D	EqRisk	HML	-0.351927530010935	2016-03-12
UNG	D	EqRisk	HML	0.15918735034794	2016-03-12
USO	D	EqRisk	HML	0.156836964418222	2016-03-12
UVXY	D	EqRisk	HML	-0.220894802242746	2016-03-12
VGK	D	EqRisk	HML	0.0777621483836415	2016-03-12
VXX	D	EqRisk	HML	-0.0723739437947308	2016-03-12
XIV	D	EqRisk	HML	0.114086682274066	2016-03-12
XLB	D	EqRisk	HML	-0.0678060344564156	2016-03-12
XLE	D	EqRisk	HML	0.173269451408932	2016-03-12
XLF	D	EqRisk	HML	1.08393972474291	2016-03-12
XLI	D	EqRisk	HML	0.00337145095643712	2016-03-12
XLK	D	EqRisk	HML	-0.376821612295845	2016-03-12
XLP	D	EqRisk	HML	-0.0723559091098802	2016-03-12
XLU	D	EqRisk	HML	0.142704144813955	2016-03-12
XLV	D	EqRisk	HML	-0.337568412122549	2016-03-12
XLY	D	EqRisk	HML	-0.0393043147545911	2016-03-12
ZSL	D	EqRisk	HML	0.134586041778812	2016-03-12
AGNC	D	EqRisk	HML	0.339739039958189	2016-03-12
SJP3.L	D	EqRisk	HML	0.0757642311294339	2016-03-12
CROC	D	EqRisk	HML	-0.0207451059386178	2016-03-12
KORS	D	EqRisk	HML	-0.385521257250568	2016-03-12
PCLN	D	EqRisk	HML	-0.623845019789954	2016-03-12
EWW	D	EqRisk	HML	0.0457902134661875	2016-03-12
EZA	D	EqRisk	HML	-0.0313005404973019	2016-03-12
DXJ	D	EqRisk	HML	-0.133546819184998	2016-03-12
UWTI	D	EqRisk	HML	0.436753991788549	2016-03-12
USD/ARS	D	EqRisk	HML	-0.000405216602242305	2016-03-12
AUD/USD	D	EqRisk	HML	0.00912566944721374	2016-03-12
USD/BRL	D	EqRisk	HML	-0.0196233925281514	2016-03-12
USD/CAD	D	EqRisk	HML	-0.0548992837672742	2016-03-12
USD/CHF	D	EqRisk	HML	-0.0722397363129719	2016-03-12
USD/CLP	D	EqRisk	HML	-0.00387545869216334	2016-03-12
USD/CNY	D	EqRisk	HML	-7.49399787799455e-05	2016-03-12
USD/COP	D	EqRisk	HML	-0.000183049648715613	2016-03-12
USD/DKK	D	EqRisk	HML	-0.0467867995814719	2016-03-12
EUR/USD	D	EqRisk	HML	0.0403595367788162	2016-03-12
GBP/USD	D	EqRisk	HML	0.0271737634718962	2016-03-12
USD/HKD	D	EqRisk	HML	-0.001680287898389	2016-03-12
USD/IDR	D	EqRisk	HML	-8.53475357154896e-05	2016-03-12
USD/INR	D	EqRisk	HML	0.0127218916556839	2016-03-12
USD/JPY	D	EqRisk	HML	0.028381038536941	2016-03-12
USD/KRW	D	EqRisk	HML	-0.0235869036687892	2016-03-12
USD/LKR	D	EqRisk	HML	-0.0143165179581625	2016-03-12
USD/MXN	D	EqRisk	HML	-0.0649002004558133	2016-03-12
USD/MYR	D	EqRisk	HML	0.0130242010693889	2016-03-12
USD/NOK	D	EqRisk	HML	-0.0328322807911622	2016-03-12
USD/NPR	D	EqRisk	HML	-0.000715779783484935	2016-03-12
NZD/USD	D	EqRisk	HML	0.00763968104544488	2016-03-12
USD/PEN	D	EqRisk	HML	0.00102256806567761	2016-03-12
USD/PHP	D	EqRisk	HML	0.000963881928459266	2016-03-12
USD/PKR	D	EqRisk	HML	-0.00398844490331938	2016-03-12
USD/PLN	D	EqRisk	HML	0.000693980318422003	2016-03-12
USD/RUB	D	EqRisk	HML	0.000287608653441196	2016-03-12
USD/SEK	D	EqRisk	HML	-0.0787634862779815	2016-03-12
USD/SGD	D	EqRisk	HML	0.00247301444074226	2016-03-12
USD/THB	D	EqRisk	HML	0.0136387152843059	2016-03-12
USD/TRY	D	EqRisk	HML	0.000606506277041859	2016-03-12
USD/TWD	D	EqRisk	HML	0.00519032835158652	2016-03-12
USD/VEF	D	EqRisk	HML	-0.193945011260434	2016-03-12
USD/VND	D	EqRisk	HML	-0.000474422493361719	2016-03-12
USD/ZAR	D	EqRisk	HML	-0.00299873336553737	2016-03-12
^DJR	D	EqRisk	MOM	-0.228236256660401	2016-03-12
^GSPC	D	EqRisk	MOM	-0.00267950785019267	2016-03-12
^RUO	D	EqRisk	MOM	0.014863211647078	2016-03-12
^RUT	D	EqRisk	MOM	-0.0028125358910359	2016-03-12
^VIX	D	EqRisk	MOM	-0.000177424259482562	2016-03-12
^VXO	D	EqRisk	MOM	-0.368465492687223	2016-03-12
AGQ	D	EqRisk	MOM	0.0329048015090047	2016-03-12
EEM	D	EqRisk	MOM	0.0125323991815155	2016-03-12
EFA	D	EqRisk	MOM	0.0305719926652075	2016-03-12
ERX	D	EqRisk	MOM	0.798747875035562	2016-03-12
ERY	D	EqRisk	MOM	-0.798760473382502	2016-03-12
EUO	D	EqRisk	MOM	0.0221668181498269	2016-03-12
EWI	D	EqRisk	MOM	0.00557273402217385	2016-03-12
EWJ	D	EqRisk	MOM	0.0250615073758828	2016-03-12
EWP	D	EqRisk	MOM	0.0317256455807069	2016-03-12
EWU	D	EqRisk	MOM	0.00208675161632124	2016-03-12
FAS	D	EqRisk	MOM	-0.878625293991278	2016-03-12
FAZ	D	EqRisk	MOM	0.929642096060577	2016-03-12
FEZ	D	EqRisk	MOM	0.0251689068978566	2016-03-12
GLD	D	EqRisk	MOM	-0.000167640184970441	2016-03-12
GSG	D	EqRisk	MOM	0.0757397082996159	2016-03-12
HEDJ	D	EqRisk	MOM	0.0359897235009008	2016-03-12
IEF	D	EqRisk	MOM	-0.00434456887535705	2016-03-12
IEI	D	EqRisk	MOM	-0.00692364410809387	2016-03-12
IWD	D	EqRisk	MOM	-0.0202516386335603	2016-03-12
IWF	D	EqRisk	MOM	0.00202072171319364	2016-03-12
IWM	D	EqRisk	MOM	0.00799561215579421	2016-03-12
IWN	D	EqRisk	MOM	-0.0155935138378992	2016-03-12
IWO	D	EqRisk	MOM	0.0121307503334203	2016-03-12
JNK	D	EqRisk	MOM	-0.0697441049844213	2016-03-12
MCHI	D	EqRisk	MOM	-0.175729300617714	2016-03-12
NORW	D	EqRisk	MOM	-0.208341369643109	2016-03-12
RWR	D	EqRisk	MOM	-0.235488590199698	2016-03-12
SDS	D	EqRisk	MOM	0.0056909962224311	2016-03-12
SLV	D	EqRisk	MOM	0.0230558096136343	2016-03-12
SPY	D	EqRisk	MOM	-0.00322380173767148	2016-03-12
SVXY	D	EqRisk	MOM	0.0597717277398302	2016-03-12
TBT	D	EqRisk	MOM	0.0819814939830762	2016-03-12
TLT	D	EqRisk	MOM	0.000546915138404349	2016-03-12
TNA	D	EqRisk	MOM	0.0144116753292064	2016-03-12
TVIX	D	EqRisk	MOM	-0.162617454500428	2016-03-12
TZA	D	EqRisk	MOM	-0.00382839612935431	2016-03-12
UNG	D	EqRisk	MOM	0.0850402555537202	2016-03-12
USO	D	EqRisk	MOM	0.0437471343310972	2016-03-12
UVXY	D	EqRisk	MOM	-0.126196125601163	2016-03-12
VGK	D	EqRisk	MOM	0.0315325947985083	2016-03-12
VXX	D	EqRisk	MOM	-0.0331992741049005	2016-03-12
XIV	D	EqRisk	MOM	0.0463260929012565	2016-03-12
XLB	D	EqRisk	MOM	0.0349737904453893	2016-03-12
XLE	D	EqRisk	MOM	0.248959699520485	2016-03-12
XLF	D	EqRisk	MOM	-0.346127815327164	2016-03-12
XLI	D	EqRisk	MOM	-0.0264847330208048	2016-03-12
XLK	D	EqRisk	MOM	-0.0265852758485963	2016-03-12
XLP	D	EqRisk	MOM	0.044042882557614	2016-03-12
XLU	D	EqRisk	MOM	0.218437236832946	2016-03-12
XLV	D	EqRisk	MOM	0.0643061675881891	2016-03-12
XLY	D	EqRisk	MOM	-0.0881100946548828	2016-03-12
ZSL	D	EqRisk	MOM	-0.0171323773533942	2016-03-12
AGNC	D	EqRisk	MOM	0.0355837982106596	2016-03-12
SJP3.L	D	EqRisk	MOM	-0.016435848110582	2016-03-12
CROC	D	EqRisk	MOM	0.0909447039847201	2016-03-12
KORS	D	EqRisk	MOM	-0.21969054114117	2016-03-12
PCLN	D	EqRisk	MOM	-0.00925351505607949	2016-03-12
EWW	D	EqRisk	MOM	-0.0335838284013054	2016-03-12
EZA	D	EqRisk	MOM	0.0675143870651595	2016-03-12
DXJ	D	EqRisk	MOM	0.0392272804461911	2016-03-12
UWTI	D	EqRisk	MOM	0.140061659056341	2016-03-12
USD/ARS	D	EqRisk	MOM	-0.000842438139355026	2016-03-12
AUD/USD	D	EqRisk	MOM	-0.0514572958166584	2016-03-12
USD/BRL	D	EqRisk	MOM	0.0437667964039642	2016-03-12
USD/CAD	D	EqRisk	MOM	0.0196551801808388	2016-03-12
USD/CHF	D	EqRisk	MOM	0.00237840111498838	2016-03-12
USD/CLP	D	EqRisk	MOM	-0.00550723900512199	2016-03-12
USD/CNY	D	EqRisk	MOM	-0.0047937748656081	2016-03-12
USD/COP	D	EqRisk	MOM	-0.00206704293877781	2016-03-12
USD/DKK	D	EqRisk	MOM	-0.00373940926043615	2016-03-12
EUR/USD	D	EqRisk	MOM	0.00162297486345798	2016-03-12
GBP/USD	D	EqRisk	MOM	-0.0423063032513683	2016-03-12
USD/HKD	D	EqRisk	MOM	-0.00137355395672503	2016-03-12
USD/IDR	D	EqRisk	MOM	-8.24859884704525e-05	2016-03-12
USD/INR	D	EqRisk	MOM	0.0502233901152762	2016-03-12
USD/JPY	D	EqRisk	MOM	0.000998243051071866	2016-03-12
USD/KRW	D	EqRisk	MOM	0.0711312015605249	2016-03-12
USD/LKR	D	EqRisk	MOM	0.00232147672110283	2016-03-12
USD/MXN	D	EqRisk	MOM	0.0521170753040815	2016-03-12
USD/MYR	D	EqRisk	MOM	0.00615068250599254	2016-03-12
USD/NOK	D	EqRisk	MOM	0.0280554723546158	2016-03-12
USD/NPR	D	EqRisk	MOM	-0.00404463768733117	2016-03-12
NZD/USD	D	EqRisk	MOM	-0.0623637965874386	2016-03-12
USD/PEN	D	EqRisk	MOM	0.00230287781084027	2016-03-12
USD/PHP	D	EqRisk	MOM	0.00118041777106491	2016-03-12
USD/PKR	D	EqRisk	MOM	-0.00891917272813199	2016-03-12
USD/PLN	D	EqRisk	MOM	0.00183182068910563	2016-03-12
USD/RUB	D	EqRisk	MOM	0.000503832177273667	2016-03-12
USD/SEK	D	EqRisk	MOM	0.0251044578681497	2016-03-12
USD/SGD	D	EqRisk	MOM	0.0131235977760022	2016-03-12
USD/THB	D	EqRisk	MOM	0.014138542676665	2016-03-12
USD/TRY	D	EqRisk	MOM	-0.00155551882259307	2016-03-12
USD/TWD	D	EqRisk	MOM	0.0213434384620261	2016-03-12
USD/VEF	D	EqRisk	MOM	-0.114063049608293	2016-03-12
USD/VND	D	EqRisk	MOM	-0.00047376677073997	2016-03-12
USD/ZAR	D	EqRisk	MOM	0.0885387121786053	2016-03-12
^DJR	D	EqRisk	VIX	0.047196462025117	2016-03-12
^GSPC	D	EqRisk	VIX	0.000353834813680636	2016-03-12
^RUO	D	EqRisk	VIX	0.00332592251084924	2016-03-12
^RUT	D	EqRisk	VIX	0.00523062217444373	2016-03-12
^VIX	D	EqRisk	VIX	1.00000154759842	2016-03-12
^VXO	D	EqRisk	VIX	0.918139321656305	2016-03-12
AGQ	D	EqRisk	VIX	-0.0251623435022663	2016-03-12
EEM	D	EqRisk	VIX	0.00433003567509917	2016-03-12
EFA	D	EqRisk	VIX	-0.00365438831433245	2016-03-12
ERX	D	EqRisk	VIX	0.0245027750043101	2016-03-12
ERY	D	EqRisk	VIX	-0.0236568845574305	2016-03-12
EUO	D	EqRisk	VIX	-0.0105752879082868	2016-03-12
EWI	D	EqRisk	VIX	-0.0257516177881683	2016-03-12
EWJ	D	EqRisk	VIX	-0.000823636669372233	2016-03-12
EWP	D	EqRisk	VIX	-0.022304261158494	2016-03-12
EWU	D	EqRisk	VIX	-0.00562743446205976	2016-03-12
FAS	D	EqRisk	VIX	-0.0108134117919072	2016-03-12
FAZ	D	EqRisk	VIX	0.0117699676709224	2016-03-12
FEZ	D	EqRisk	VIX	-0.0102995130710902	2016-03-12
GLD	D	EqRisk	VIX	1.11004554818817e-05	2016-03-12
GSG	D	EqRisk	VIX	0.00227346451880725	2016-03-12
HEDJ	D	EqRisk	VIX	-0.0220187536067788	2016-03-12
IEF	D	EqRisk	VIX	0.00594024106490698	2016-03-12
IEI	D	EqRisk	VIX	0.00260947099691931	2016-03-12
IWD	D	EqRisk	VIX	-0.00249895222347859	2016-03-12
IWF	D	EqRisk	VIX	-0.00270205985985419	2016-03-12
IWM	D	EqRisk	VIX	3.54304023666364e-05	2016-03-12
IWN	D	EqRisk	VIX	0.00439128739074565	2016-03-12
IWO	D	EqRisk	VIX	-0.000922218883692707	2016-03-12
JNK	D	EqRisk	VIX	-0.0163577731716782	2016-03-12
MCHI	D	EqRisk	VIX	-0.0197511495645453	2016-03-12
NORW	D	EqRisk	VIX	-0.0110308213574691	2016-03-12
RWR	D	EqRisk	VIX	0.0456734019364423	2016-03-12
SDS	D	EqRisk	VIX	0.0100743058280363	2016-03-12
SLV	D	EqRisk	VIX	-0.0127268269051822	2016-03-12
SPY	D	EqRisk	VIX	-0.00354222655581796	2016-03-12
SVXY	D	EqRisk	VIX	-0.333096925818145	2016-03-12
TBT	D	EqRisk	VIX	-0.0261904688884278	2016-03-12
TLT	D	EqRisk	VIX	0.0110800632323963	2016-03-12
TNA	D	EqRisk	VIX	0.0141511279091321	2016-03-12
TVIX	D	EqRisk	VIX	0.619762724484151	2016-03-12
TZA	D	EqRisk	VIX	-0.0143184435733625	2016-03-12
UNG	D	EqRisk	VIX	0.0366637286595763	2016-03-12
USO	D	EqRisk	VIX	0.00183856509074835	2016-03-12
UVXY	D	EqRisk	VIX	0.668577751828541	2016-03-12
VGK	D	EqRisk	VIX	-0.0090614171601753	2016-03-12
VXX	D	EqRisk	VIX	0.328580893670276	2016-03-12
XIV	D	EqRisk	VIX	-0.328913487408779	2016-03-12
XLB	D	EqRisk	VIX	-0.00524885121139138	2016-03-12
XLE	D	EqRisk	VIX	0.00903047017229008	2016-03-12
XLF	D	EqRisk	VIX	-0.00277422820952705	2016-03-12
XLI	D	EqRisk	VIX	-0.00573431137610155	2016-03-12
XLK	D	EqRisk	VIX	0.000228448085696076	2016-03-12
XLP	D	EqRisk	VIX	-0.0119708422027169	2016-03-12
XLU	D	EqRisk	VIX	0.00941797512481687	2016-03-12
XLV	D	EqRisk	VIX	-0.0100738968556412	2016-03-12
XLY	D	EqRisk	VIX	-0.00480330204122709	2016-03-12
ZSL	D	EqRisk	VIX	0.0237051905877589	2016-03-12
AGNC	D	EqRisk	VIX	0.0127866944398936	2016-03-12
SJP3.L	D	EqRisk	VIX	-0.0321031969921427	2016-03-12
CROC	D	EqRisk	VIX	0.00282762667620987	2016-03-12
KORS	D	EqRisk	VIX	0.0119473486783035	2016-03-12
PCLN	D	EqRisk	VIX	-0.011599408901826	2016-03-12
EWW	D	EqRisk	VIX	-0.017715230237933	2016-03-12
EZA	D	EqRisk	VIX	-0.011654867115773	2016-03-12
DXJ	D	EqRisk	VIX	-0.0199362545555138	2016-03-12
UWTI	D	EqRisk	VIX	0.0121466820608092	2016-03-12
USD/ARS	D	EqRisk	VIX	0.000213480086293291	2016-03-12
AUD/USD	D	EqRisk	VIX	0.00108355698499466	2016-03-12
USD/BRL	D	EqRisk	VIX	0.0147423538096287	2016-03-12
USD/CAD	D	EqRisk	VIX	-0.00223591021895567	2016-03-12
USD/CHF	D	EqRisk	VIX	-0.00770750459622062	2016-03-12
USD/CLP	D	EqRisk	VIX	-0.00052112376776709	2016-03-12
USD/CNY	D	EqRisk	VIX	5.42409521938079e-05	2016-03-12
USD/COP	D	EqRisk	VIX	0.000217160241596514	2016-03-12
USD/DKK	D	EqRisk	VIX	-0.00752990019322675	2016-03-12
EUR/USD	D	EqRisk	VIX	0.00744119308756983	2016-03-12
GBP/USD	D	EqRisk	VIX	0.00190380586947553	2016-03-12
USD/HKD	D	EqRisk	VIX	9.78310550106243e-05	2016-03-12
USD/IDR	D	EqRisk	VIX	-4.69779974088646e-05	2016-03-12
USD/INR	D	EqRisk	VIX	0.00732842448646379	2016-03-12
USD/JPY	D	EqRisk	VIX	-0.0113675741695119	2016-03-12
USD/KRW	D	EqRisk	VIX	0.00701212387064438	2016-03-12
USD/LKR	D	EqRisk	VIX	0.00206226140206347	2016-03-12
USD/MXN	D	EqRisk	VIX	0.0160841073646976	2016-03-12
USD/MYR	D	EqRisk	VIX	0.00511541995969747	2016-03-12
USD/NOK	D	EqRisk	VIX	-0.00202574580801722	2016-03-12
USD/NPR	D	EqRisk	VIX	0.00034116920238841	2016-03-12
NZD/USD	D	EqRisk	VIX	0.00227160946166586	2016-03-12
USD/PEN	D	EqRisk	VIX	5.95006774845396e-05	2016-03-12
USD/PHP	D	EqRisk	VIX	-1.70587106533098e-05	2016-03-12
USD/PKR	D	EqRisk	VIX	4.2449407987257e-05	2016-03-12
USD/PLN	D	EqRisk	VIX	-0.000124617351558526	2016-03-12
USD/RUB	D	EqRisk	VIX	-2.63983088822251e-05	2016-03-12
USD/SEK	D	EqRisk	VIX	-0.0113387904852845	2016-03-12
USD/SGD	D	EqRisk	VIX	0.000449789146123906	2016-03-12
USD/THB	D	EqRisk	VIX	0.00430523465128253	2016-03-12
USD/TRY	D	EqRisk	VIX	0.000529307779748384	2016-03-12
USD/TWD	D	EqRisk	VIX	0.00183847627538143	2016-03-12
USD/VEF	D	EqRisk	VIX	-0.00568804656844305	2016-03-12
USD/VND	D	EqRisk	VIX	4.09767432680391e-05	2016-03-12
USD/ZAR	D	EqRisk	VIX	0.0109514902966666	2016-03-12
^DJR	D	EqRisk	OIL	-0.0886856711129202	2016-03-12
^GSPC	D	EqRisk	OIL	-0.00275744764403006	2016-03-12
^RUO	D	EqRisk	OIL	0.00743298791988459	2016-03-12
^RUT	D	EqRisk	OIL	-0.00673894352601805	2016-03-12
^VIX	D	EqRisk	OIL	-5.10887708612343e-05	2016-03-12
^VXO	D	EqRisk	OIL	0.0298080335055664	2016-03-12
AGQ	D	EqRisk	OIL	0.201246957589087	2016-03-12
EEM	D	EqRisk	OIL	0.0307854307408542	2016-03-12
EFA	D	EqRisk	OIL	0.0247453165895923	2016-03-12
ERX	D	EqRisk	OIL	0.690981557567467	2016-03-12
ERY	D	EqRisk	OIL	-0.695813080618018	2016-03-12
EUO	D	EqRisk	OIL	-0.0420385432704883	2016-03-12
EWI	D	EqRisk	OIL	0.0584601103378982	2016-03-12
EWJ	D	EqRisk	OIL	-0.00828077591625539	2016-03-12
EWP	D	EqRisk	OIL	0.024067913152422	2016-03-12
EWU	D	EqRisk	OIL	0.0485383448185766	2016-03-12
FAS	D	EqRisk	OIL	-0.255228281226699	2016-03-12
FAZ	D	EqRisk	OIL	0.258160658679909	2016-03-12
FEZ	D	EqRisk	OIL	0.0379539498641354	2016-03-12
GLD	D	EqRisk	OIL	-5.14391423473733e-05	2016-03-12
GSG	D	EqRisk	OIL	0.4689774848233	2016-03-12
HEDJ	D	EqRisk	OIL	0.0299586788409266	2016-03-12
IEF	D	EqRisk	OIL	-0.027005261416438	2016-03-12
IEI	D	EqRisk	OIL	-0.0127287214896065	2016-03-12
IWD	D	EqRisk	OIL	-0.00210736510508642	2016-03-12
IWF	D	EqRisk	OIL	0.00462995567616845	2016-03-12
IWM	D	EqRisk	OIL	-0.00930781484768161	2016-03-12
IWN	D	EqRisk	OIL	-0.0203256231099172	2016-03-12
IWO	D	EqRisk	OIL	0.0037502115006923	2016-03-12
JNK	D	EqRisk	OIL	0.0394564419986405	2016-03-12
MCHI	D	EqRisk	OIL	0.0320965883776277	2016-03-12
NORW	D	EqRisk	OIL	0.154655928424915	2016-03-12
RWR	D	EqRisk	OIL	-0.0960682840527671	2016-03-12
SDS	D	EqRisk	OIL	-0.000933986936680589	2016-03-12
SLV	D	EqRisk	OIL	0.100898472331822	2016-03-12
SPY	D	EqRisk	OIL	0.00483844798821335	2016-03-12
SVXY	D	EqRisk	OIL	0.0135439342885995	2016-03-12
TBT	D	EqRisk	OIL	0.163377119929086	2016-03-12
TLT	D	EqRisk	OIL	-0.0702497964862337	2016-03-12
TNA	D	EqRisk	OIL	-0.0246118487657387	2016-03-12
TVIX	D	EqRisk	OIL	-0.0172646380266025	2016-03-12
TZA	D	EqRisk	OIL	0.0250609781477596	2016-03-12
UNG	D	EqRisk	OIL	0.212061987899846	2016-03-12
USO	D	EqRisk	OIL	0.744089106271419	2016-03-12
UVXY	D	EqRisk	OIL	-0.0264882660670209	2016-03-12
VGK	D	EqRisk	OIL	0.0409440583834442	2016-03-12
VXX	D	EqRisk	OIL	-0.0148528291288953	2016-03-12
XIV	D	EqRisk	OIL	0.0139015354537487	2016-03-12
XLB	D	EqRisk	OIL	0.0458347164275537	2016-03-12
XLE	D	EqRisk	OIL	0.235018834016049	2016-03-12
XLF	D	EqRisk	OIL	-0.0958892913320031	2016-03-12
XLI	D	EqRisk	OIL	-0.00476913536959967	2016-03-12
XLK	D	EqRisk	OIL	-0.0137019361112399	2016-03-12
XLP	D	EqRisk	OIL	-0.0212139470879114	2016-03-12
XLU	D	EqRisk	OIL	-0.00695060290042524	2016-03-12
XLV	D	EqRisk	OIL	-0.0303198743697838	2016-03-12
XLY	D	EqRisk	OIL	-0.0302346946666163	2016-03-12
ZSL	D	EqRisk	OIL	-0.210130242481087	2016-03-12
AGNC	D	EqRisk	OIL	-0.0861806493540162	2016-03-12
SJP3.L	D	EqRisk	OIL	0.0832426917854162	2016-03-12
CROC	D	EqRisk	OIL	-0.141996820620282	2016-03-12
KORS	D	EqRisk	OIL	0.0427508749983143	2016-03-12
PCLN	D	EqRisk	OIL	0.0547544780143776	2016-03-12
EWW	D	EqRisk	OIL	0.0262181193859282	2016-03-12
EZA	D	EqRisk	OIL	0.0414463699757346	2016-03-12
DXJ	D	EqRisk	OIL	0.0356314634282473	2016-03-12
UWTI	D	EqRisk	OIL	2.21735013897636	2016-03-12
USD/ARS	D	EqRisk	OIL	-0.000418915155662075	2016-03-12
AUD/USD	D	EqRisk	OIL	0.0792496387812234	2016-03-12
USD/BRL	D	EqRisk	OIL	-0.0851744661948512	2016-03-12
USD/CAD	D	EqRisk	OIL	-0.0659632957627832	2016-03-12
USD/CHF	D	EqRisk	OIL	-0.0123862451163419	2016-03-12
USD/CLP	D	EqRisk	OIL	-0.00151667370777483	2016-03-12
USD/CNY	D	EqRisk	OIL	-0.00454327684184985	2016-03-12
USD/COP	D	EqRisk	OIL	-0.00284979192452657	2016-03-12
USD/DKK	D	EqRisk	OIL	-0.0338589062149738	2016-03-12
EUR/USD	D	EqRisk	OIL	0.0335421652053379	2016-03-12
GBP/USD	D	EqRisk	OIL	0.0320191981139246	2016-03-12
USD/HKD	D	EqRisk	OIL	-0.000408352607823025	2016-03-12
USD/IDR	D	EqRisk	OIL	0.0012137035133989	2016-03-12
USD/INR	D	EqRisk	OIL	-0.0153941692161562	2016-03-12
USD/JPY	D	EqRisk	OIL	0.0266854987972107	2016-03-12
USD/KRW	D	EqRisk	OIL	-0.0327570502005016	2016-03-12
USD/LKR	D	EqRisk	OIL	-0.00188130669145538	2016-03-12
USD/MXN	D	EqRisk	OIL	-0.0523024254526122	2016-03-12
USD/MYR	D	EqRisk	OIL	-0.0183178200172406	2016-03-12
USD/NOK	D	EqRisk	OIL	-0.0829429273631457	2016-03-12
USD/NPR	D	EqRisk	OIL	-0.00192388653120862	2016-03-12
NZD/USD	D	EqRisk	OIL	0.0521201745534898	2016-03-12
USD/PEN	D	EqRisk	OIL	-0.000441680908542717	2016-03-12
USD/PHP	D	EqRisk	OIL	-0.000573591517883535	2016-03-12
USD/PKR	D	EqRisk	OIL	-0.00111714081504238	2016-03-12
USD/PLN	D	EqRisk	OIL	-0.00177256260091619	2016-03-12
USD/RUB	D	EqRisk	OIL	-0.000475051462010537	2016-03-12
USD/SEK	D	EqRisk	OIL	-0.0599825448002391	2016-03-12
USD/SGD	D	EqRisk	OIL	-0.0200965813508325	2016-03-12
USD/THB	D	EqRisk	OIL	-0.00302929316115465	2016-03-12
USD/TRY	D	EqRisk	OIL	-0.00212011686120893	2016-03-12
USD/TWD	D	EqRisk	OIL	-0.0121749523665311	2016-03-12
USD/VEF	D	EqRisk	OIL	0.00609246192113586	2016-03-12
USD/VND	D	EqRisk	OIL	-5.29724759197366e-06	2016-03-12
USD/ZAR	D	EqRisk	OIL	-0.0683453691465295	2016-03-12
^DJR	D	EqRisk	GOLD	0.0430090654097389	2016-03-12
^GSPC	D	EqRisk	GOLD	0.000233491429694079	2016-03-12
^RUO	D	EqRisk	GOLD	0.00571846222084231	2016-03-12
^RUT	D	EqRisk	GOLD	0.00483573630816566	2016-03-12
^VIX	D	EqRisk	GOLD	-0.000104500459172605	2016-03-12
^VXO	D	EqRisk	GOLD	-0.0526995028391592	2016-03-12
AGQ	D	EqRisk	GOLD	2.64136307210885	2016-03-12
EEM	D	EqRisk	GOLD	0.195701359165274	2016-03-12
EFA	D	EqRisk	GOLD	0.131066716932961	2016-03-12
ERX	D	EqRisk	GOLD	0.412585973226887	2016-03-12
ERY	D	EqRisk	GOLD	-0.401474269492173	2016-03-12
EUO	D	EqRisk	GOLD	-0.288790720802124	2016-03-12
EWI	D	EqRisk	GOLD	0.136545656338968	2016-03-12
EWJ	D	EqRisk	GOLD	0.0882134285441717	2016-03-12
EWP	D	EqRisk	GOLD	0.149042896753599	2016-03-12
EWU	D	EqRisk	GOLD	0.125741388534482	2016-03-12
FAS	D	EqRisk	GOLD	-0.110132676906317	2016-03-12
FAZ	D	EqRisk	GOLD	0.114291638263483	2016-03-12
FEZ	D	EqRisk	GOLD	0.143273437503267	2016-03-12
GLD	D	EqRisk	GOLD	0.999899515044112	2016-03-12
