Symbol	Description
PME	Sentry Select Primary Me
PMM	Purpose Multi Strategy M
PMT	Perpetual Energy Inc.
PMT.DB.E	Perpetual Energy Inc. 7.
PNC.A	Postmedia Network Canada
PNC.B	Postmedia Network Canada
PNP	Pinetree Capital Ltd
PNP.DB	Pinetree Capital Ltd 10
POM	Polymet Mining Corp.
POT	Potash Corp of Sask Inc
POU	Paramount Resources Ltd.
POW	Power Corporation of Can
POW.PR.A	Power Corp A Pr
POW.PR.B	Power Corp. Preferred Sh
POW.PR.C	Power Corp of Canada 5.8
POW.PR.D	Power Corp  Non-Cum 1St
POW.PR.F	Power Corp 1St Pr
POW.PR.G	Power Corp of Canada 5.6
PPL	Pembina Pipeline Corpora
PPL.DB.C	Pembina Pipeline Corp 5.
PPL.DB.E	Pembina Pipeline Corp 5.
PPL.DB.F	Pembina Pipeline Corp. 5
PPL.PR.A	Pembina Pipeline Corp Pr
PPL.PR.C	Pembina Pipeline Corp Pr
PPL.PR.E	Pembina Pipeline Corp Pr
PPL.PR.G	Pembina Pipeline Corp Pr
PPL.W	Pembina Pipeline Corpora
PPS	Powershares CDN Pref Sha
PPT.U	Sprott Physical Platinum
PPY	Painted Pony Petroleum L
PRA	Purpose Diversified Real
PRE	Pacific Rubiales Energy
PRF.UN	Pinebridge Inv Grade Pre
PRI	Primary Energy Recycling
PRK	Potash Ridge Corporation
PRU	Perseus Mining Limited
PRW	Petrowest Corporation
PSA	Purpose High Interest Sa
PSB	Pwrshrs 1 To 5 Yr  Ladde
PSD	Pulse Seismic Inc.
PSF.UN	Preferred Share Investme
PSG	Performance Sports Group
PSI	Pason Systems Inc.
PSK	Prairiesky Royalty Ltd
PSR	Polar Star Mining Corpor
PTB	Powershares Tactical Bon
PTM	Platinum Group Metals Lt
PTQ	Petaquilla Minerals Ltd.
PTS	Points International Ltd
PTZ	Pethealth Inc.
PUR	Pure Technologies Ltd
PVG	Pretium Resources Inc.
PVS.PR.A	Partners Value Split Cor
PVS.PR.B	Partners Value Split Cor
PVS.PR.C	Partners Value Split Cor
PVS.PR.D	Partners Value Split Cor
PWB	Pacific and Western Bank
PWB.PR.A	Pacific and Western Bank
PWC	Pwc Capital Inc
PWC.NT.C	Pwc Capital Inc 9 Pct Se
PWC.PR.A	Pwc Capital Inc Pref Cla
PWC.PR.B	Pwc Capital Inc Pref Cla
PWE	Powertech Uranium Corp.
PWF	Power Financial Corp.
PWF.PR.A	Power Fin Ser A Pr
PWF.PR.E	Power Fin Ser D Pr
PWF.PR.F	Power Financial Corp. Pr
PWF.PR.G	Power Financial Corp 5.9
PWF.PR.H	Power Financial Corp 5.7
PWF.PR.I	Power Financial Corp 6%
PWF.PR.K	Power Fin Corp 4.95% Ser
PWF.PR.L	Power Financial Corp Ser
PWF.PR.O	Power Financial Corp 5.8
PWF.PR.P	Pwr Fnl Corp 4.40 Non Cu
PWF.PR.R	Power Financial Corp 5.5
PWF.PR.S	Power Financial Corp Pre
PWF.PR.T	Power Financial Corp 4.2
PWT	Penn West Petroleum Ltd.
PXC	Powershr FTSE Rafi CAD I
PXF	First Asset Provincial B
PXT	Parex Resources Inc
PXU	Powershr FTSE Rafi US Id
PXX	Blackpearl Resources Inc
PZA	Pizza Pizza Royalty Corp
PZG	Paramount Gold and Silve
QBR.A	Quebecor Inc. Cl.A Mv
QBR.B	Quebecor Inc. Cl.B Sv
QEC	Questerre Energy Corp
QLT	Qlt Inc
QQC	Powershares QQQ CAD Hdg
QRM	Quest Rare Minerals Ltd
QRM.WT	Quest Rare Minerals Ltd
QXM	F A Morningstar Nb Quebe
R	Romarco Minerals Inc.
RAV.UN	Ravensource Fund
RBA	Ritchie Bros Auctioneers
RBI	Rb Energy Inc
RBM	Response Biomedical Corp
RBN.UN	Blue Ribbon Income Fund
RBO	RBC 1 To 5 Yr Laddered C
RBS	R Split III Corp. Capita
RBS.PR.B	R Split III Corp Pref Cl
RC	Rdm Corp
RCD	RBC Quant CDN Dividend L
RCH	Richelieu Hardware
RCI.A	Rogers Communications In
RCI.B	Rogers Communications In
RCL	Ridley Inc
RCO.UN	Middlefield Can Global R
RDI	Rockwell Diamonds Inc
RDK	Redhawk Resources Inc
RDL	Redline Communications G
RE	Rock Energy Inc.
REF.UN	CDN Real Estate Un
REI.PR.A	Riocan Real Estate Inv T
REI.PR.C	Riocan REIT Pref Series
REI.UN	Riocan Real Est Un
REN	Renaissance Gold Inc
RES	Rare Element Resources L
RET	Reitmans Canada
RET.A	Reitmans (Canada) Ltd.
RFP	Resolute Forest Products
RGL	Royal Gold J
RGX	Argex Titanium Inc
RGX.DB	Argex Titanium Inc 8.0 P
RHI	RBC Quant EAFE Div Leade
RHU	RBC Quant US Div Leaders
RIB.UN	Ridgewood CAD Invest Gra
RIC	Richmont Mines
RID	RBC Quant EAFE Div Leade
RID.U	RBC Quant EAFE Div Leade
RIO	Rio Alto Mining Limited
RIT.UN	First Asset Canadian Rei
RKN	Redknee Solutions Inc.
RLC	Regal Lifestyle Communit
RLC.DB	Regal Lifestyle Communit
RME	Rocky Mountain Dealershi
RMM.DB.A	Retrocom REIT 6.75 Deb A
RMM.DB.B	Retrocom REIT 5.45 Deb B
RMM.DB.C	Retrocom REIT 5.50 Deb C
RMM.UN	Retrocom REIT Units
RMP	Rmp Energy Inc
RMX	Rubicon Minerals Corp.
RMX.WT	Rubicon Minerals Corp Wa
RN	Rio Novo Gold Inc
RNW	Transalta Renewables Inc
RNX	Royal Nickel Corporation
RNX.WT	Royal Nickel Corporation
RON	Rona Inc.
RON.PR.A	Rona Inc Class A Preferr
RPD	RBC Quant European Div L
RPG	Ram Power Corp.
RPI.UN	Richards Packaging Incom
RQB	RBC Target 2014 Corp Bon
RQC	RBC Target 2015 Corp Bon
RQD	RBC Target 2016 Corp Bon
RQE	RBC Target 2017 Corp Bon
RQF	RBC Target 2018 Corp Bon
RQG	RBC Target 2019 Corp Bon
RQH	RBC Target 2020 Corp Bon
RQI	RBC Target 2021 Corp Bon
RRF.UN	Raven Rock Strategic Inc
RRX	Raging River Exploration
RSC	Strateco Resources Inc.
RSI	Rogers Sugar Inc
RSI.DB.C	Rogers Sugar Inc. 5.70 D
RSI.DB.D	Rogers Sugar 5.75 Pct Co
RTCM	S&P/TSX Income Trust
RTG	Rtg Mining Inc
RTK	Artek Exploration Ltd
RTRE	S&P/TSX Capped REIT
RTU.UN	CDN Resources Un
RUD	RBC Quant US Div Leaders
RUD.U	RBC Quant US Div Leaders
RUS	Russel Metals
RUS.DB	Russel Metals Inc 7.75%
RVM	Revett Mining Company In
RVX	Resverlogix Corp.
RWC	First Asset MSCI Canada
RWC.A	First Asset MSCI Cda Low
RWE	First Asset MSCI Europe
RWE.A	First Asset MSCI Europe
RWE.B	First Asset MSCI Europe
RWE.D	First Asset MSCI Europe
RWU	First Asset MSCI USA Lr
RWU.A	First Asset MSCI USA Lr
RWU.B	First Asset MSCI USA Lr
RWU.D	First Asset MSCI USA Lr
RWW	First Asset MSCI World L
RWW.B	First Asset MSCI Wld Lr
RXD	RBC Quant Emerging Mkts
RY	Royal Bank of Canada
RY.PR.A	Royal Bank of Canada Pr
RY.PR.B	RBC Non-Cum First Prefer
RY.PR.C	Royal Bank of Can. First
RY.PR.D	RBC First Pref Shares Se
RY.PR.E	RBC Non-Cum First Pr Shs
RY.PR.F	RBC Non-Cum First Pref S
RY.PR.G	RBC Non-Cum First Pr Ser
RY.PR.H	Royal Bank of Canada Prf
RY.PR.I	Royal Bank  Pref Series
RY.PR.K	Royal Bank Pref Series A
RY.PR.L	RBC Non Com 5-Year Srs A
RY.PR.W	RBC 4.90% Ser. W
RY.PR.Y	RBC First Pref Sh. Serie
RY.PR.Z	RBC First Pref Sh Series
S	Sherritt Intl Rv
SAM	Starcore International M
SAP	Saputo Inc.
SAS	St. Andrew Goldfields Lt
SAU	ST Augustine Gold and Co
SBB	Sabina Gold and Silver C
SBC	Brompton Split Banc Corp
SBC.PR.A	Brompton Split Banc Corp
SBI	Serabi Gold Plc
SBN	S Split Corp. Cl.A
SBN.PR.A	S Split Corp. Pref A
SBR	Silver Bear Resources In
SBT.U	Silver Bullion Trust Uni
SBT.UN	Silver Bullion Trust Uni
SCC	Sears Canada Inc
SCI.UN	Sciti Rocs Trust
SCL	Shawcor Ltd
SCP	Sprott Resource  Corp
SCU	The Second Cup Ltd.
SCW.UN	Canso Select Opportuniti
SDI	Spectral Diagnos
SDY	Strad Energy Services Lt
SEA	Seabridge Gold Inc.
SEC	Senvest Capital
SEN	Serinus Energy Inc
SEQ	Shoreline Energy Corp
SEQ.DB	Shoreline Energy Corp 9.
SES	Secure Energy Services I
SFI.UN	Sprott Strategic Fixed I
SGF	Shore Gold Inc.
SGL	Spyglass Resources Corp
SGQ	Southgobi Resources Ltd
SGR	San Gold Corp
SGR.DB	San Gold Corp 8 Pct Debs
SGY	Surge Energy Inc
SIF.UN	Strategic Income Allocat
SII	Sprott Inc.
SIN.UN	Sciti Trust
SIS	Savaria Corp.
SJ	Stella Jones Inc
SJR.B	Shaw Communications Inc.
SJR.PR.A	Shaw Communications Inc
SKA.UN	Skylon All Asset Trust
SKG.UN	Skylon Growth & Income F
SLF	Sun Life Financial Inc.
SLF.PR.A	Sun Life Financial Inc P
SLF.PR.B	Sun Life Financial Inc.
SLF.PR.C	Sunlife Financial Inc. C
SLF.PR.D	Sun Life Financial Inc.
SLF.PR.E	Sun Life Financial Inc.
SLF.PR.G	Sun Life Financial Inc.
SLF.PR.H	Sun Life Financial Inc P
SLF.PR.I	Sun Life Financial Inc P
SLR	Solitario Exploration &
SLW	Silver Wheaton Corp.
SMA	Smart Technologies Inc.
SMC	Sulliden Mining Capital
SMF	SEMAFO J
SMT	Sierra Metals Inc
SMU.UN	Summit Industrial Income
SNC	Snc-Lavalin Sv
SOX	Stuart Olson Inc
SOX.DB	Stuart Olson Inc 6 Pct D
SOX.DB.A	Stuart Olson Inc 6 Pct D
SOY	Sunopta Inc.
SPB	Superior Plus Corp.
SPB.DB.E	Superior Plus Corp. 5.75
SPB.DB.F	Superior Plus Corp. 6.0
SPB.DB.G	Superior Plus Corp 7.5 U
SPB.DB.H	Superior Plus Corp 6.0 P
SPE	Spartan Energy Corp
SPM	Scorpio Mining Corp.
SPT	Stockport Exploration In
SQP	Strongco Corporation
SQZ	Serica Energy Plc
SRT.U	Slate Retail REIT USD
SRT.UN	Slate Retail REIT
SRV.UN	Sir Royalty Income Fund
SSF.UN	Symphony Floating Rate S
SSL	Sandstorm Gold Ltd
SSL.WT.A	Sandstorm Gold Ltd Warra
SSL.WT.B	Sandstorm Gold Ltd Warra
SSO	Silver Standard Res Inc.
ST	Stonegate Agricom Ltd
ST.WT.A	Stonegate Agricom Ltd Wt
STB	Student Transportation I
STB.DB.B	Student Transportation I
STB.DB.C	Student Transportation I
STB.DB.U	Student Transportation I
STN	Stantec Inc
STNC	S&P/TSX North American P
STNU	S&P/TSX North American P
STP	Southern Pacific Resourc
STP.DB	Southern Pacific Res. Co
SU	Suncor Energy Inc.
SUM	Solium Capital Inc.
SUO	Sunshine Oilsands Ltd
SVB	Silver Bull Resources In
SVC	Sandvine Corporation
SVL	Silvercrest Mines Inc
SVM	Silvercorp Metals Inc.
SVR	Ishares Silver Bullion E
SVR.C	Ishares Silver Bullion E
SVY	Savanna Energy Services
SW	Sierra Wireless
SWC.U	Stillwater Mining Compan
SWD	Sunward Resources Ltd
SWH	Sunwah International Lim
SWY	Stornoway Diamond Corp.
SWY.WT.A	Stornoway Diamond Corp W
SXI	Synex Intl J
SXP	Supremex Inc.
T	Telus Corporation
TA	Transalta Corporation
TA.PR.D	Transalta Corp Prfd Seri
TA.PR.F	Transalta Corp Pref Seri
TA.PR.H	Transalta Corp Pref Sh S
TA.PR.J	Transalta Corp Pref Seri
TAO	Tag Oil Ltd
TBE	Twin Butte Energy Ltd.
TBE.DB	Twin Butte Energy Ltd 6.
TBL	Taiga Building Products
TBL.NT	Taiga Building Products
TC	Tucows Inc.
TCK.A	Teck Resources Limited C
TCK.B	Teck Resources Limited C
TCL.A	Transcontinental Inc. C
TCL.B	Transcontinental Inc. C
TCL.PR.D	Transcontinental Inc Pre
TCM	Thompson Creek Metals Co
TCN	Tricon Capital Group Inc
TCN.DB	Tricon Capital Group 6.3
TCN.DB.A	Tricon Capital Group Inc
TCP	Trident Performance Corp
TCS	Tecsys Inc J
TCT.UN	Top 10 Canadian Financia
TCW	Trican Well
TCZ	Trident Performance Corp
TD	Toronto-Dominion Bank
TD.PF.A	TD Bank Pref Series 1
TD.PF.B	TD Bank Pref Series 3
TD.PR.O	TD Bank Cl. A First Pre
TD.PR.P	TD Bank Class A Pref
TD.PR.Q	TD Pref Shares Cl A Ser
TD.PR.R	TD Bank Preferred Shares
TD.PR.S	TD Bank Ser S Pr
TD.PR.T	TD Bank Pref Series T
TD.PR.Y	TD Bank Ser Y Pr
TD.PR.Z	TD Bank Pref Series Z
TDG	Trinidad Drilling Ltd.
TDS.C	TD Split Inc Class C Cap
TDS.PR.C	TD Split Inc Class C Pre
TEI	Toscana Energy Income Co
TEI.DB	Toscana Energy Income Co
TEL	Tellza Communications In
TET	Trilogy Energy Corp.
TFI	Transforce Inc.
TFI.DB.A	Transforce Inc 5.65 Pct
TGA.DB	Transglobe Apartment Rei
TGF.UN	Timbercreek Global Real
TGF.WT	Timbercreek Global Real
TGL	Transglobe Energy Corp
TGL.DB	Transglobe Energy Corp 6
TGO	Terago Inc.
TGZ	Teranga Gold Corporation
TH	Theratechnologies
THB	Powershares Sp TSX High
THI	Tim Hortons Inc.
THO	Tahoe Resources Inc
TIH	Toromont Ind
TKM	Tekmira Pharmaceuticals
TKO	Taseko Mines Ltd.
TLB	Tearlab Corporation
TLF.UN	Tech Leaders Income Fund
TLM	Talisman Energy Inc.
TLM.PR.A	Talisman Energy Pref Ser
TLO	Talon Metals Corp.
TLV	Powershares Sp TSX Low V
TMA	Trimac Transportation Lt
TMB	Tembec Inc.
TMC	Timbercreek Mtg Inv Corp
TMC.DB	Timbercreek Mtg Inv Corp
TMD	Titan Medical Inc
TMD.WT	Titan Medical Inc Wts
TMD.WT.A	Titan Medical Inc Wts Cl
TMD.WT.B	Titan Medical Inc Wts Cl
TMD.WT.C	Titan Medical Inc Wts Cl
TMD.WT.D	Titan Medical Inc Wts Cl
TMD.WT.E	Titan Medical Inc Wts Cl
TMI	Trimetals Mining Inc
TMI.B	Trimetals Mining Inc Cla
TML	Treasury Metals Inc.
TMM	Timmins Gold Corp
TN.DB	True North Apartment Rei
TN.UN	True North Apartment Rei
TNP	Transatlantic Petroleum
TNT.UN	True North Commercial Re
TNX	Tanzanian Royalty Explor
TOF.UN	Taylor North American Eq
TOG	Torc Oil and Gas Ltd
TOOC	TSX Capped Composite Index
TOS	Tso3 Inc
TOT	Total Energy Services In
TOT.DB	Total Energy Services 5.
TOU	Tourmaline Oil Corp
TPH	Temple Hotels Inc
TPH.DB.C	Temple Hotels Inc 8.0 PC
TPH.DB.D	Temple Hotels Inc 7.75 P
TPH.DB.E	Temple Hotels Inc 7.25 P
TPH.DB.F	Temple Hotels Inc 7.0 PC
TPK	Ten Peaks Coffee Company
TPL	Tethys Petroleum Limited
TPX.A	Molson Coors Canada Inc.
TPX.B	Molson Coors Canada Inc.
TR	Trillium Therapeutics In
TRF.UN	First Asset Energy & Res
TRH.UN	Triax Diversif Un
TRI	Thomson Reuters Corporat
TRI.PR.B	Thomson Reuters Corporat
TRL	Trimel Pharmaceuticals C
TRP	Transcanada Corp.
TRP.PR.A	Transcanada Corp Pref Se
TRP.PR.B	Transcanada Corp Pref Se
TRP.PR.C	Transcanada Cumul Redeem
TRP.PR.D	Transcanada Corp Pref Se
TRP.PR.E	Transcanada Corp Pref Se
TRQ	Turquoise Hill Resources
TRY	Troy Resources Limited
TRZ.A	Transat A.T. Inc. Cl.A
TRZ.B	Transat A.T. Inc. Class
TS.B	Torstar Corp. Cl. B Nv
TSL	Tree Island Steel Ltd
TT	Terra Energy Corp.
TTCD	S&P/TSX Capped Consumer
TTCS	S&P/TSX Capped Consumer
TTE.UN	Top 20 Europe Dividend T
TTEN	S&P/TSX Capped Energy
TTFS	S&P/TSX Capped Financial
TTGD	S&P/TSX Capped Gold
TTH	Transition Therapeutics
TTHC	S&P/TSX Capped Health CA
TTIN	S&P/TSX Capped Industria
TTMN	S&P/TSX Capped Metals An
TTMT	S&P/TSX Capped Materials
TTRE	S&P/TSX Capped Real Esta
TTTK	S&P/TSX Capped Informati
TTTS	S&P/TSX Capped Telecommu
TTUT	S&P/TSX Capped Utilities
TTY.UN	Top 20 Dividend Trust
TUT.UN	Top 20 US Dividend Trust
TV	Trevali Mining Corporati
TVA.B	Tva Group Inc. Cl.B Nv
TVI	Tvi Pacific J
TVK	Terravest Capital Inc
TWC	Twc Enterprises Limited
TX	Tuckamore Capital Manage
TX.DB.B	Tuckamore Capital Mgmt I
TXBA	S&P/TSX Composite Index
TXBB	S&P/TSX Composite Buybac
TXBE	S&P/TSX Equal Weight Glo
TXBM	S&P/TSX Globalbase Metal
TXCE	S&P/TSX Composite Equal
TXCT	S&P/TSX Renew Energ & Cl
TXCX	TSX Composite Index
TXDC	S&P/TSX Composite Divide
TXDE	S&P/TSX Equal Weight Div
TXDV	S&P/TSX CDN Div Aristocr
TXEI	S&P/TSX Equity Income In
TXEW	S&P/TSX 60 Equal Weight
TXF	First Asset Tech Giants
TXF.A	First Asset Tech Giants
TXFO	TSX Completion Index
TXG	Torex Gold Resources Inc
TXGE	S&P/TSX Equal Weight Glo
TXGM	S&P/TSX Global Mining In
TXHB	S&P/TSX Composite High B
TXHE	S&P/TSX High Income Ener
TXHU	S&P/TSX High Income Ener
TXIE	S&P/TSX Equal Weight Ind
TXL	Tesla Exploration Ltd
TXLV	S&P/TSX Composite Low Vo
TXOE	S&P/TSX Equal Weight Oil
TXP	Touchstone Exploration I
TXPL	S&P/TSX Preferred Share
TXPR	S&P/TSX  Preferred Share
TXSC	TSX 60 Capped Index
TXSI	S&P/TSX 60 Shariah Index
TXSX	TSX 60 Index
TXSY	S&P/TSX Composite Shareh
TXT.PR.A	Top 10 Split Trust Prf.
TXT.UN	Top 10 Split Trust
TXTW	TSX Smallcap Index
TZS	Trez Capital Senior Mort
TZZ	Trez Capital Mortgage In
U	Uranium Participation Co
UCD.UN	Fa Morningstar US Consum
UEX	Uex Corp
UFS	Domtar Corporation
UHB	Pwrshrs Sp500 High Beta
ULV	Powershares Sp500 Low Vo
UNC	United Corp Ltd
UNC.PR.C	United Corp 63 Pr
UNG.PR.C	Union Gas 5-1/2% Pr
UNG.PR.D	Union Gas 6% B Pr
UNS	Uni Select Inc
UNS.DB	Uni Select Inc. 5.90 Pct
UR	Urthecast Corp
URB	Urbana Corporation
URB.A	Urbana Corporation Cl A
URE	Ur-Energy Inc.
URZ	Uranerz Energy Corporati
USA	US Silver and Gold Inc
USB	Powershares Lad US 0 To
USB.U	Powershares Lad US 0 To
USH.UN	US Housing Recovery Fund
USM.UN	US Agency Mortgage Backe
UST.PR.B	Utility Split Trust Clas
UST.UN	Utility Split Trust
UTC.C	Utility Corp Cl C
UTE.UN	Canadian Utilities Telec
UUU.DB.A	Uranium One 7.5 Pct Conv
UWE	U3O8 Corp
UXM	F A Morningstar US Div T
UXM.A	F A Morningstar US Div T
UXM.B	Fa Morningstar US Div Tg
UXM.D	Fa Morningstr US Div Tgt
VA	Vanguard FTSE Dev Asia P
VAB	Vanguard CDN Aggregate B
VBG	Vanguard Global Ex US Ag
VBU	Vanguard US Agg Bond Ind
VCE	Vanguard FTSE Canada Ind
VCM	Vecima Networks Inc.
VCN	Vanguard FTSE Canada All
VDU	Vanguard FTSE Developed
VDY	Vanguard FTSE CDN High D
VE	Vanguard FTSE Dev Europe
VEE	Vanguard FTSE Emerging M
VEF	Vanguard FTSE Dev Ex Na
VEM	Vena Resources Inc
VET	Vermilion Energy Inc
VFF	Village Farms Internatio
VFV	Vanguard Sp 500 Index Et
VGG	Vanguard US Div Appr Idx
VGH	Vanguard US Div Appr Idx
VGQ	Virginia Mines Inc.
VGZ	Vista Gold Corp
VIC	Vicwest Inc.
VIC.DB	Vicwest Inc. 6.00 Pct DB
VIC.DB.A	Vicwest Inc 5.25 Pct Deb
VII	Seven Generations Energy
VIP.UN	Aston Hill Vip Income Fu
VIXC	TSX 60 VIX
VLE	Valeura Energy Inc
VLN	Velan Inc. Sv
VNP	5N Plus Inc.
VNP.DB	5N Plus Inc 5.75 Pct Deb
VNR	Valener Inc
VNR.PR.A	Valener Inc Pref Series
VRE	Vanguard FTSE CDN Capped
VRX	Valeant Pharmaceuticals
VSB	Vanguard CDN Short-Term
VSC	Vanguard CDN Short Term
VSN	Veresen Inc.
VSN.DB.C	Veresen Inc. 5.75 Pct De
VSN.PR.A	Veresen Inc Pref Sh Seri
VSN.PR.C	Veresen Inc Pref Sh Seri
VSN.R	Veresen Inc Sub Receipts
VSP	Vanguard Sp 500 Index Et
VUN	Vanguard US Total Market
VUS	Vanguard US Total Mkt Id
VXC	Vanguard FTSE All World
VXS	Vixs Systems Inc
VXSC	S&P/TSX Venture Select I
W.PR.H	Westcoast 7 Pr
W.PR.J	Westcoast 8 Pr
WB	Whistler Blackcomb Holdi
WCM.A	Wilmington Capital Mgmt
WCM.B	Wilmington Capital Manag
WCP	Whitecap Resources Inc
WDN	Waldron Energy Corporati
WDO	Wesdome Gold Mines Ltd.
WEF	Western Forest Products
WEQ	Westernone Inc
WEQ.DB	Westernone Inc 6.25 Pct
WEQ.DB.C	Westernone Inc 8.00 Pct
WEW	Webtech Wireless Inc.
WFC	Wall Financial
WFS	World Financial Split Co
WFS.PR.A	World Financial Split Co
WFT	West Fraser Timber Co Lt
WIN	Wi-Lan Inc
WIR.U	Wpt Industrial REIT USD
WJA	Westjet Airlines Ltd.
WJA.A	Westjet Airlines Ltd. R
WJX	Wajax Corporation
WLC	Western Lithium USA Corp
WM	Wallbridge Mng J
WN	Weston George
WN.PR.A	George Weston Limited Pr
WN.PR.C	George Weston Ltd. 5.20%
WN.PR.D	George Weston Ltd. 5.2%
WN.PR.E	George Weston Ltd. 4.75
WPK	Winpak Ltd
WPT	Westport Innovations Inc
WPX	Western Potash Corp
WRG	Western Energy Services
WRN	Western Copper and Gold
WS	Wildcat Silver Corporati
WSP	WSP Global Inc
WSP.R	WSP Global Inc RTS
WTE	Westshore Terminals Inve
WXM	F A Morningstar Cda Mome
WXM.A	F A Morningstar Cda Mome
X	Tmx Group Limited
XAL	Ishares Alternatives Com
XBB	Ishares Canadian Univers
XBM	Ishares Sp TSX Global BA
XBZ	Ishares MSCI Brazil Inde
XCB	Ishares Canadian Corpora
XCD	Ishares Sp Global Cons D
XCG	Ishares Canadian Growth
XCH	Ishares China Index ETF
XCR	Ishares Conservative Cor
XCS	Ishares Sp TSX Smallcap
XCV	Ishares Canadian Value I
XDC	Xtreme Drilling and Coil
XDV	Ishares Canadian Select
XEB	Ishares JP Morgan USD EM
XEC	Ishares Core MSCI Emergi
XEF	Ishares Core MSCI EAFE I
XEG	Ishares Sp TSX Capped En
XEH	Ishares MSCI Europe IMI
XEI	Ishares Core Sp TSX Comp
XEM	Ishares MSCI Emerging Ma
XEN	Ishares Jantzi Social In
XEU	Ishares MSCI Europe IMI
XFN	Ishares Sp TSX Capped Fi
XFR	Ishares Floating Rate In
XGB	Ishares Canadian Govt Bo
XGC	Ishares Global Comp. Por
XGD	Ishares S&P/Tsx Global G
XGI	Ishares Sp Global Indust
XGR	Ishares Growth Core Port
XHB	Ishares CDN Hybrid Corp
XHC	Ishares Global Healthcar
XHD	Ishares US High Div Equi
XHG	Star Hedge Managers Corp
XHM.A	Star Hedge Managers Corp
XHY	Ishares US High Yield Bo
XIC	Ishares Core Sp TSX Capp
XID	Ishares India Index ETF
XIG	Ishares US Ig Corporate
XIN	Ishares MSCI EAFE Index
XIT	Ishares Sp TSX Capped In
XIU	Ishares Sp TSX 60 Index
XLA	Ishares Latin America In
XLB	Ishares Core CDN Long Te
XMA	Ishares Sp TSX Capped Ma
XMD	Ishares Sp TSX Completio
XMF.A	M Split Corp Capital Sha
XMF.PR.B	M Split Corp. Class I Pr
XMF.PR.C	M Split Corp. Class II P
XMF.WT	M Split Corp Wts
XMI	Ishares MSCI EAFE Min Vo
XMM	Ishares MSCI Emerg Mkts
XMU	Ishares MSCI USA Min Vol
XMV	Ishares MSCI Canada Min
XMW	Ishares MSCI All Country
XPF	Ishares Sp TSX Na Pref S
XQB	Ishares Core Hi Quality
XQQ	Ishares Nasdaq 100 Index
XRB	Ishares CDN Real Return
XRC	Exeter Resource Corporat
XRE	Ishares Sp TSX Capped Re
XRG	Xinergy Ltd.
XSB	Ishares Canadian Short T
XSH	Ishares Core CDN ST Corp
XSP	Ishares Core Sp 500 Idx
XSQ	Ishares Core ST Hi Quali
XSR	Sirius XM Canada Holding
XST	Ishares Sp TSX Capped Co
XSU	Ishares US Small Cap Ind
XTC	Exco Tech
XTD	Tdb Split Corp. Class A
XTD.PR.A	Tdb Split Corp. Priorit
XTG	Xtra Gold Resources Corp
XTR	Ishares Diversified Mont
XUS	Ishares Core Sp 500 Inde
XUT	Ishares Sp TSX Capped Ut
XVX	Ishares Sp TSX Venture I
XWD	Ishares MSCI World Index
XXM	Fa Morningstar US Value
XXM.A	Fa Morningstar US Value
XXM.B	Fa Morningstr US Value I
XXM.D	Fa Morningstr US Val Unh
XYM	Star Portfolio Corp.
Y	Yellow Media Limited
Y.WT	Yellow Media Limited Wts
YCM	Commerce Split Corp Capi
YCM.PR.A	Commerce Split Corp Clas
YCM.PR.B	Commerce Split Corp Clas
YCM.WT	Commerce Split Corp Wts
YGR	Yangarra Resources Ltd
YMI	Yellowhead Mining Inc
YOU.UN	Yield Advantage Income T
YP.UN	Yieldplus Income Fund
YPG.DB	Ypg Financing Inc 8 Pct
YRB.A	Yorbeau Res A J
YRI	Yamana Gold Inc
YXM	Fa Morningstar US Moment
YXM.A	Fa Morningstar US Moment
YXM.B	Fa Morningstar US Moment
YXM.D	Fa Morningstr US Momntm
ZAG	BMO Aggregate Bond Index
ZAR	Zargon Oil and Gas Ltd.
ZAR.DB	Zargon Oil and Gas Ltd 6
ZAZ	Zazu Metals Corporation
ZBK	BMO Equal Weight US Bank
ZCH	BMO China Equity Index E
ZCL	Zcl Composites
ZCM	BMO Mid Corporate Bond I
ZCN	BMO Sp TSX Capped Comp I
ZCS	BMO Short Corp Bond Inde
ZDB	BMO Discount Bond Idx Et
ZDJ	BMO DJIA Hedged To CAD I
ZDM	BMO MSCI EAFE Hedged To
ZDV	BMO Canadian Dividend Et
ZDY	BMO US Dividend ETF CAD
ZDY.U	BMO US Dividend ETF USD
ZEA	BMO MSCI EAFE Idx ETF
ZEB	BMO Sp TSX Equal Weight
ZEF	BMO Emg Mkt Bond Hdgd To
ZEM	BMO MSCI Emerging Market
ZEO	BMO Sp TSX Eql Weight Oi
ZEQ	BMO MSCI EU Hq Hcad Idx
ZFH	BMO Floating Rate High Y
ZFL	BMO Long Fed Bond Index
ZFM	BMO Mid Federal Bond Ind
ZFS	BMO Short Federal Bond I
ZGD	BMO Sp TSX Eql Weight Gl
ZGI	BMO Global Infrastructur
ZHY	BMO High Yld US Corp Bnd
ZIC	BMO Mid Term US Ig Corp
ZIC.U	BMO Mid Term US Ig Corp
ZID	BMO India Equity Index E
ZIN	BMO Sp TSX Equal Weight
ZJG	BMO Junior Gold Index Et
ZJN	BMO Junior Gas Index ETF
ZJO	BMO Junior Oil Index ETF
ZLB	BMO Low Volatility CAD E
ZLC	BMO Long Corporate Bond
ZLU	BMO Low Volatility US Eq
ZLU.U	BMO Low Volatility US Eq
